ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry,summary,y_ind,revGrowth,grossM,revenue,verdict,reason_r2,totalCash,totalDebt,freeCashflow,operatingCashflow,totalRevenue,revenueGrowth,grossMargins,operatingMargins,debtToEquity,sharesOutstanding,floatShares,fullTimeEmployees,earningsGrowth,r3_fin_score,r3_notes,r3_cut,cap,composite
SRTA,Strata Critical Medical Inc. Class A Common Stock,6.19,547609536.0,United States,Health Care,Medical/Nursing Services,exchange,health,20,18,38,,,,Medical Care Facilities,"Strata Critical Medical, Inc. provides time-critical logistics and medical services to the healthcare industry in the United States. It operates in two segments, Logistics and Clinical. The company offers logistics services, such as air and ground transportation for human organs, transplant teams, and related medical materials and organ placement services; transplant clinical services, including organ recovery procedures, normothermic regional perfusion, and preservation services. It also provides other clinical services comprising cardiac perfusion services, blood management and autotransfusion services, extracorporeal membrane oxygenation services, perfusion staffing, and equipment rentals. The company was formerly known as Blade Air Mobility, Inc. and changed its name to Strata Critical Medical, Inc. in August 2025. The company was founded in 2014 and is headquartered in New York, New York.",Medical Care Facilities,0.607,0.21250999,255975008.0,A,organ transport and perfusion strengthen transplant system,22753000.0,4255000.0,-20090750.0,-36032000.0,255975008.0,0.607,0.21250999,-0.06322,1.523,88466806.0,58217351.0,327.0,,15,runway 1.1y,,547609536.0,35
CODYY,Compagnie de Saint-Gobain S.A.,9.43,46167306240.0,,Industrials,,otc,shelter,24,20,44,,,,Building Products & Equipment,"Compagnie de Saint-Gobain S.A., together with its subsidiaries, designs, manufactures, and distributes materials and solutions for the construction and industrial markets worldwide. It operates in five segments: High Performance Solutions; Northern Europe; Southern Europe  Middle East (ME) Americas; and Asia-Pacific. The company offers plaster-based products and systems for the construction and renovation markets under the Placo, Rigips, and Gyproc brands; insulation solutions for a range of applications, such as heating and air conditioning systems, insulation of pipes in industrial installations, engine and interior compartments of vehicles, household appliances, and photovoltaic panels under the Isover, CertainTeed, and Izocam brands; and mortars and construction chemicals under the Weber, Chryso, and GCP brands. It also provides ceilings under the Ecophon, CertainTeed, Eurocoustic, Gyptone, and Vinh Tuong brands; glazing solutions for buildings and mobility, including flat glass under the Saint-Gobain Glass, GlassSolutions, Vetrotech, and SageGlass brands; ductile cast iron pipe systems, covers, and gratings under the PAM brand; glass fiber materials and technical textiles; and abrasives, adhesives, sealants, adhesive tapes, foams, and films. In addition, the company offers ceramics and polymers; and exterior products comprising asphalt and composite shingles, solar roofing solutions, roll roofing systems, accessories, polymer shakes and shingles, and insulation cladding",Building Products & Equipment,-0.011,0.27171,46226001920.0,A,duplicate listing of Saint-Gobain,5751000064.0,17269999616.0,3101625088.0,5327000064.0,46226001920.0,-0.011,0.27171,0.10799,66.318,4895790390.0,4492906524.0,155544.0,-0.12,11,revenue shrinking -1%,,46167306240.0,35
GRPRF,Grupo Rotoplas S.A.B. de C.V.,0.82,393338560.0,,Industrials,,otc,shelter,24,15,39,,,,Building Products & Equipment,"Grupo Rotoplas S.A.B. de C.V., together with its subsidiaries, manufactures, purchases, sells, and installs plastic containers and accessories for storage, conduction, and improvement solutions in Mexico, Argentina, the United States, and internationally. It operates through Individual Solutions and Comprehensive Solutions segments. The company offers storage solutions, water tanks, cisterns, rural rainwater harvesting, urban rainwater harvesting, rotoplas fittings, accessories, water conditioning device, tampons, rainwater harvesting system, and tank accessories. It provides agro-industry solutions, such as storage tank, inductor tanks, horizontal leg tank, feeders and troughs, closed vertical tank, indoor and outdoor water tanks, horizontal and fire-proof water tanks, banjo fittings, double-layer tank, and wet nurses. The company also offers waterflow solutions, including hydraulic tuboplus pipe, tuboplus high pressure, rotoplas pumps, valves, tuboplus ultraflex, threaded hydraulic line, hydraulic pipes, connections, tools and hydraulic installation used in single-family, social interest and residential housing, buildings, industries, boats, and others; and treatment solutions, such as biodigester, family-orchard-type agricultural irrigation system, self-cleaning biodigester, outdoor toilet with biodigester, and septic tank; as well as heating products, that includes ecoshower electric showerhead and heaters, and solutions for water heating, energy, and gas savings. Further",Building Products & Equipment,0.034,0.4079,10816983040.0,A,decentralized water storage and rainwater harvesting,1246631936.0,5071118848.0,1340089472.0,1927985024.0,10816983040.0,0.034,0.4079,0.07125,93.355,479681193.0,296034976.0,3254.0,,11,heavy net debt vs cap,,393338560.0,35
AKASF,AKVA group ASA,5.46,199192352.0,,Industrials,,otc,food,23,15,38,,,,Farm & Heavy Construction Machinery,"AKVA group ASA designs, purchases, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates in three segments: Sea Based Technology (SBT), Digital, and Land Based Technology (LBT). The SBT segment offers nets, plastic pens, steel pens, mooring, special nets, remotely operating vehicles systems, net cleaning, marine engineering, lab services, boats, additional equipment, pipes, feed barges, feed systems, lights, camera, sensors, and deep farming and lice control solutions. This segment also provides PE-boats for the fish-farming, diving, and the oil and gas service industries, as well as precision feeding solutions. The Digital segment provides monitoring and reporting solutions under the AKVA Fishtalk, AKVA connect, AKVA Submerged, and AKVA observe brand names. The LBT segment includes design, engineering, tanks, piping, feeding systems, software, cameras, and sensors, as well as provides water quality conditions for fresh and seawater operations. In addition, the company provides professional and preventive maintenance support services. It operates in Norway, Europe, Canada, China, Chile, Iceland, and internationally. The company was incorporated in 1982 and is headquartered in Klepp Stasjon, Norway. AKVA group ASA is a subsidiary of Egersund Group AS.",Farm & Heavy Construction Machinery,0.019,0.44068,4539609088.0,A,aquaculture technology improving farmed-protein efficiency,147399008.0,1687939968.0,46239500.0,400868000.0,4539609088.0,0.019,0.44068,0.09375,118.215,36482116.0,10087670.0,1568.0,0.406,11,heavy net debt vs cap,,199192352.0,34
SAEYY,Redcare Pharmacy NV,7.0,1412554752.0,,Healthcare,,otc,health,20,18,38,,,,Pharmaceutical Retailers,"Redcare Pharmacy NV operates the online pharmacy business in the Netherlands, Germany, Italy, Belgium, Switzerland, Austria, and France. It offers prescription and non-prescription over-the-counter pharmaceuticals, beauty and personal care products, and food supplements. The company was formerly known as Shop Apotheke Europe N.V. and changed its name to Redcare Pharmacy NV in June 2023. Redcare Pharmacy NV was founded in 2001 and is based in Sevenum, the Netherlands.",Pharmaceutical Retailers,0.203,0.21561001,3217400064.0,A,online pharmacy scales low-cost medicine distribution,118900000.0,354700000.0,-115862496.0,-5700000.0,3217400064.0,0.203,0.21561001,0.01429,74.658,201793540.0,145974874.0,2163.0,-0.504,13,runway 1.0y,,1412554752.0,33
SBDHF,"SHO-BOND Holdings Co.,Ltd.",8.6475,1737815680.0,,Industrials,,otc,shelter,22,18,40,,,,Engineering & Construction,"SHO-BOND Holdings Co.,Ltd. engages in repairing and reinforcing social infrastructures in Japan. It operates through the Domestic Construction and Others segments. The company is involved in civil engineering and construction work contracting; and provision of repair and reinforcement services for roads, bridges, tunnels, railways, and buildings, as well as port and harbor facilities, water supply and sewer systems, and irrigation channels. It also manufactures and sells synthetic resin materials, including adhesive, injection, sealing, filling, and lining materials used in repair and reinforcement work in the civil engineering and construction fields, as well as seismic-resistant products for bridges, such as expansion joints and prevention devices for bridge fall. The company was incorporated in 2008 and is based in Tokyo, Japan.",Engineering & Construction,-0.015,0.29916,89203998720.0,A,bridge and tunnel repair extends infrastructure life,37247000576.0,0.0,17077374976.0,19330000896.0,89203998720.0,-0.015,0.29916,0.18877001,,200961640.0,200366198.0,,0.079,11,revenue shrinking -2%,,1737815680.0,33
ADMA,ADMA Biologics Inc Common Stock,9.72,2177131090.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,20,40,binary-science-risk,,,,,,,,,A,"commercial plasma biologics for immune deficiency, US supply",,,,,,,,,,,,,,10,growth unknown,,2177131090.0,30
KMDA,Kamada Ltd. Ordinary Shares,8.63,497830663.0,Israel,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,,,,,,,,A,"commercial plasma-derived therapeutics, proven products growing",,,,,,,,,,,,,,10,growth unknown,,497830663.0,30
AGLFF,Angelalign Technology Inc.,12.0,2060119680.0,,Healthcare,,otc,health,26,20,46,,,,Medical Instruments & Supplies,"Angelalign Technology Inc., an investment holding company, researches and designs, manufactures, sells, and markets clear aligner treatment solutions in the People's Republic of China and internationally. The company's products include Angel Aligner Pro and Angel Aligner Select, a custom made removable clear orthodontic aligners that move the patient's teeth into the proper position over time; Angel Aligner KiD, a early orthodontic solution from prevention to treatment; and Angel Aligner Retainer. It also provides orthodontics and cosmetic dentistry services, and other dental services through its dental clinics. In addition, it sells intraoral scanners, brackets, and other products to hospitals, dental clinics and distributors; and engages in investing activities. Angelalign Technology Inc. was founded in 2003 and is headquartered in Shanghai, China. Angelalign Technology Inc. is a subsidiary of CareCapital Orthotech Limited.",Medical Instruments & Supplies,0.416,0.62895,370280992.0,B,clear aligners real growth though partly cosmetic,428632000.0,16303000.0,39808500.0,78567000.0,370280992.0,0.416,0.62895,0.09634,3.234,171676633.0,66382734.0,4312.0,0.602,24,,,2060119680.0,50
TFX,Teleflex Incorporated Common Stock,140.18,5939762176.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,20,46,,,,Medical Instruments & Supplies,"Teleflex Incorporated designs, develops, manufactures, and supplies single-use medical devices for common diagnostic and therapeutic procedures in critical care and surgical applications in the United States, Europe, the Middle East, Africa, the Asia Pacific, and internationally. The company offers vascular and emergency medicine products comprising Arrow branded catheters, catheter navigation and tip positioning systems, and intraosseous bone access systems for the administration of intravenous therapies, measurement of blood pressure, and collection of blood samples; intraosseous access systems consisting of EZ-IO intraosseous vascular access systems, and Arrow FAST1 sternal intraosseous infusion systems; and hemostatic products, including external hemostats and trauma products under the QuikClot brand. It also provides interventional products, including various coronary catheters, structural heart support devices, and peripheral intervention products platforms; GuideLiner, Turnpike, and TrapLiner catheters; MANTA vascular closure devices and Arrow OnControl powered bone biopsy systems; and coronary and peripheral medical devices, such as drug-coated balloons, stents, and balloon catheters. In addition, the company offers surgical products, including metal and polymer ligating clips using manual and automatic applier system, fascial closure surgical systems used in laparoscopic surgical procedures, percutaneous surgical systems, powered bariatric staplers, and other surgica",Medical Instruments & Supplies,0.289,0.55108,2254523904.0,B,single-use procedural devices acquisition-driven growth,323940000.0,2936580096.0,179542000.0,403196992.0,2254523904.0,0.289,0.55108,0.14442,101.103,42372397.0,42210111.0,15500.0,-0.173,24,,,5939762176.0,50
DMTRF,"3-D Matrix, Ltd.",2.5,319953088.0,,Healthcare,,otc,health,26,15,41,,,,Medical Devices,"3-D Matrix, Ltd. developing, manufacturing, and selling self-assembling peptide technology in Japan and internationally. It offers PuraMatrix, a self-assembling peptide hydrogel for use in the regenerative medicine, cell therapy, drug delivery systems, and other uses in various fields; and surfactant-like peptide, as well as High Concentration PuraMatrix, a high concentration hydrogel; and GMP Grade PuraMatrix. The company was incorporated in 2004 and is based in Tokyo, Japan.",Medical Devices,0.888,0.78743,10885999616.0,B,novel surgical hydrogel in early commercialization,2830000128.0,600000000.0,363750016.0,396000000.0,10885999616.0,0.888,0.78743,0.1774,8.827,127981235.0,119588226.0,129.0,,24,,,319953088.0,50
BLLN,BillionToOne Inc. Class A Common Stock,100.075,4722243072.0,United States,Health Care,Medical Specialities,exchange,health,25,20,45,,,,Diagnostics & Research,"BillionToOne, Inc., a precision diagnostics company, quantifies biology to create molecular diagnostics. The company provides molecular counting platform, which is designed to detect and measure DNA molecules at the single-count level to help enhance disease detection. It also offers UNITY Complete, a non-invasive prenatal screen that assesses fetal risk for aneuploidies, recessive conditions, and fetal antigens from a maternal blood draw; Northstar Select, a liquid biopsy test that provides a list of mutations that are present in the tumor and types of mutations detected that include deletions, insertions, and point mutations; and Northstar Response, a methylation-based assay that quantifies the amount of cancer at the single molecule level without requiring a tissue biopsy, enabling real-time monitoring of patient response to therapy with unprecedented precision. BillionToOne, Inc. was incorporated in 2016 and is headquartered in Menlo Park, California.",Diagnostics & Research,0.644,0.71266997,397412000.0,B,precision prenatal diagnostics hypergrowth but narrow base,548627968.0,143920992.0,12034125.0,45354000.0,397412000.0,0.644,0.71266997,0.050279997,26.811,42644388.0,25313958.0,713.0,,24,,,4722243072.0,49
CDNA,CareDx Inc. Common Stock,50.8,2628098560.0,United States,Health Care,Medical Specialities,exchange,health,25,20,45,,,,Diagnostics & Research,"CareDx, Inc. provides solutions for improving outcomes for transplant patients and advancing organ health in the United States and internationally. The company provides AlloSure Kidney, a donor-derived cell-free DNA (dd-cfDNA) solution for kidney transplant patients; AlloMap Heart, a gene expression profiling solution for heart transplant patients; AlloSure Heart, a dd-cfDNA solution for heart transplant patients; and AlloSure Lung, a dd-cfDNA solution for lung transplant patients. It also offers HeartCare, which provides information about distinct biological processes, such as immune quiescence, active injury, acute cellular rejection, and antibody mediated rejection; HistoMap Kidney, a solution that identifies allograft rejection and type of rejection in kidney transplant biopsy tissue; and AlloHeme, a monitoring test that predicts relapse in patients with acute myeloid leukemia and myelodysplastic syndromes. In addition, the company provides QTYPE that enables precision in human leukocyte antigen (HLA) typing; Olerup SSP, which is used to type HLA alleles based on sequence specific primer technology; and Ottr, a transplant patient management software. Further, it offers AlloSeq Tx, a high-resolution HLA typing solution; AlloSeq cfDNA, a surveillance solution to measure dd-cfDNA in blood; AlloSeq HCT, a solution for chimerism testing for stem cell transplant recipients; Allocell, a solution that monitors the pharmacokinetics of engraftment and persistence of cells for patie",Diagnostics & Research,0.522,0.70582,458088992.0,B,noninvasive transplant monitoring avoids biopsies,373636000.0,19247000.0,112160872.0,93658000.0,458088992.0,0.522,0.70582,0.00195,4.522,51734223.0,49468264.0,761.0,,24,,,2628098560.0,49
CAI,Caris Life Sciences Inc. Common Stock,28.01,7917886464.0,United States,Health Care,Medical Specialities,exchange,health,25,20,45,,,,Biotechnology,"Caris Life Sciences, Inc., an artificial intelligence TechBio company, provides molecular profiling services in the United States and internationally. It develops and commercializes solutions to transform healthcare using molecular information, and artificial intelligence/machine learning algorithms. The company's molecular intelligence product portfolio includes MI Profile Platform, a whole exome sequencing (WES)/ whole transcriptome sequencing (WTS) tissue-based molecular profiling solutions; Caris Assure Platform WES/WTS blood-based molecular profiling solutions; Precision Whole Genome Platform, a whole genome sequencing (WGS) blood- and tissue-based profiling solutions; and Caris Detect, a WGS-based multi-cancer early detection solution; Caris WGS MRD a WGS and digital droplet polymerase reaction-based minimal residual disease solution; and Caris ChromoSeq, a WGS and WTS based assay for therapy selection in hematological cancers. It also offers pharma research and development services comprising laboratory delivery, strategic data, and research services to biopharmaceutical customers. The company provides its precision oncology solutions to customers, such as hospitals, institutions and patients. The company was founded in 2008 and is headquartered in Irving, Texas.",Biotechnology,0.454,0.69848996,989604992.0,B,molecular profiling growth in competitive space,793115008.0,452401984.0,63262624.0,168558000.0,989604992.0,0.454,0.69848996,0.1021,76.454,282680695.0,135512870.0,1846.0,,24,,,7917886464.0,49
PLPC,Preformed Line Products Company Common Stock,412.86,2018349056.0,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction,exchange,water,26,20,46,,,,Electrical Equipment & Parts,"Preformed Line Products Company designs and manufactures products and systems employed in the construction and maintenance of overhead, ground-mounted, and underground networks in the United States, the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company offers energy products for supporting, protecting, terminating, and splicing transmission, and distribution lines, as well as bolted, welded, and compressed connectors for substations; optical ground wire and all dielectric self-supporting fiber optic cables; and string hardware products, polymer insulators, wildlife protection, substation fittings, and motion control devices like spacer dampers. It also provides communications products, such as rugged outside plant closures to protect and support wireline and wireless networks; demarcation related products, including wall boxes, pre-terminated cabinets, wall plates, and passive components; and formed wire products, utility pole line hardware, motion control products, and cable storage devices. In addition, the company offers special industries products comprising hardware assemblies, pole line hardware, plastic products, cable dynamics/vibration solutions, interior/exterior connectors, tools, and urethane solutions; drone inspection services for transmission and distribution power lines, substations, generation facilities, and communications assets; mounting solutions for photovoltaic solar, commercial, industrial, utility, and residential applicatio",Electrical Equipment & Parts,0.254,0.31439,740155008.0,B,grid and fiber line hardware; growing but passive components,75912000.0,52069000.0,19503500.0,72146000.0,740155008.0,0.254,0.31439,0.13119,10.527,4888701.0,2562413.0,3734.0,0.754,23,,,2018349056.0,49
ATRC,AtriCure Inc. Common Stock,48.68,2476171264.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,20,46,,,,Medical Instruments & Supplies,"AtriCure, Inc. engages in the development, manufacture, and sale of devices for surgical ablation of cardiac tissue, exclusion of the left atrial appendage, and temporarily blocking pain by ablating peripheral nerves to medical centers in the United States, the Asia-Pacific, and internationally. It offers Isolator Synergy Ablation System clamps, a single-use disposable radio frequency products; multifunctional pens and linear ablation devices, a single-use disposable RF products for the treatment of cardiac arrhythmias; cryoICE Cryoablation System that enables the user to make linear ablations of varied lengths; and EPi-Sense Systems, a single-use disposable device used for the treatment of symptomatic, drug-refractory, and long-standing persistent atrial fibrillation. It also provides cryoSPHERE probe, which provides temporary pain relief by applying cryothermic energy to targeted intercoastal peripheral nerves in the ribcage; AtriClip System, an implantable device coupled to a single-use disposable applier; cryoXT probes, a cryoablation device designed specifically for Cryo Nerve Block therapy; LARIAT System, a solution for soft-tissue closure; Lumitip dissectors to separate tissues to provide access to key anatomical structures that are targeted for ablation; Glidepath guides for placement of clamps; and Subtle Cannula's to support access for EPi-Sense catheters. In addition, the company sells various reusable cardiac surgery instruments. It markets and sells its products ",Medical Instruments & Supplies,0.128,0.76298,569622016.0,B,surgical ablation devices with steady growth,167786000.0,74221000.0,48811500.0,64939000.0,569622016.0,0.128,0.76298,0.06292,14.372,50866294.0,48796544.0,1350.0,,22,,,2476171264.0,48
DCTH,Delcath Systems Inc. Common Stock,16.92,587103616.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,18,44,,,,Medical Devices,"Delcath Systems, Inc., an interventional oncology company, focuses on the treatment of primary and metastatic liver cancers in the United States and Europe. The company's lead product candidate is HEPZATO KIT, a melphalan for injection/hepatic delivery system to administer high-dose chemotherapy to the liver while controlling systemic exposure and associated side effects. Its clinical development program for HEPZATO is the FOCUS clinical trial for patients with metastatic hepatic dominant Uveal Melanoma to investigate objective response rate in metastatic uveal melanoma. The company also provides HEPZATO as a stand-alone medical device under the CHEMOSAT Hepatic Delivery System trade name for Melphalan or CHEMOSAT for medical centers to treat a range of liver cancers in Europe. The company was founded in 1988 and is headquartered in Queensbury, New York.",Medical Devices,0.206,0.87052,95418000.0,B,liver-directed chemotherapy delivery early commercialization,95902000.0,2463000.0,18117250.0,19589000.0,95418000.0,0.206,0.87052,0.08221,2.033,34698795.0,28777793.0,156.0,0.0,22,,,587103616.0,48
NKNSF,Nakanishi Inc.,17.63,1464197504.0,,Healthcare,,otc,health,26,18,44,,,,Medical Instruments & Supplies,"Nakanishi Inc. engages in the manufacture and sale of dental, surgical, and general industrial products in Japan and internationally. The company offers air turbines, contra-angles, clinical micromotors, mobile dentistry, oral hygiene, endodontics, surgical, dental laboratory, and hygiene and maintenance products; surgery products; motor spindles and micro grinders Nakanishi Inc. was founded in 1930 and is headquartered in Kanuma, Japan.",Medical Instruments & Supplies,0.199,0.56466,89224003584.0,B,dental instruments with strong growth,56896999424.0,33878999040.0,4872249856.0,16691000320.0,89224003584.0,0.199,0.56466,0.21566999,27.768,83051482.0,54529830.0,2204.0,0.364,22,,,1464197504.0,48
SSII,SS Innovations International Inc. Common Stock,3.55,711368320.0,India,Health Care,Medical/Dental Instruments,exchange,health,26,18,44,,,,Medical Devices,"SS Innovations International, Inc., together with its subsidiaries, operates as a commercial-stage surgical robotics company in India, Philippines, Indonesia, South America, Iraq, Cyprus, Oman, United Arab Emirates (UAE), Nepal, and internationally. It offers SSi Mantra, a surgical robotic system; and SSi Mudra, a range of stapling, energy, and core instrumentations for surgical systems. The company also develops NADI  Automated Coronary Anastomotic Connector, a micro stapling device; SSi Multi-Fire Clip Applier, a cartridge-based clip applicator; SSi Robotic Stapler; SSi Maya is an enabling digital platform that compliments the SSI Mantra system and enhances surgical capabilities; SSi Guru is a virtual tele illustration; SSi XR Cognitive Skill Simulator is an extended reality (XR) software platform developed to train and educate surgeons and surgical assistants; SSi MantraM; SSi Mantra Tele Surgeon Console (TSC); and 5mm surgical instruments; SSi Holographic Anatomy, an augmented reality tool; SSi Chitrasa  Advanced DICOM Viewer, an AI enabled application viewer; and SSi Mixed Reality Headset, a medical-grade device. In addition, it offers instrument tips, including forceps, scissors, electrocautery tools, scalpels, and other surgical tools. Further, the company provides accessory products, such as sterile drapes, 3d stereo endoscopes, cannulas, and seals, as well as tele proctoring and telesurgery products. Additionally, it offers installation, repair, maintenance, 24/7 t",Medical Devices,0.394,0.47649,52404908.0,B,low-cost surgical robotics democratizing access early stage,13647430.0,17872490.0,-3900197.0,-15533733.0,52404908.0,0.394,0.47649,-0.16294001,33.468,200385435.0,40586066.0,483.0,,22,,,711368320.0,48
BIRMF,BioRem Inc.,2.7,43515972.0,,Industrials,,otc,water,27,9,36,,,,Pollution & Treatment Controls,"BioRem Inc., a clean technology engineering company, designs, manufactures, distributes, and sells air pollution control systems that are used to eliminate odors, volatile organic compounds, and hazardous air pollutants. The company offers biofilters; biotrickling filters; multi-stage systems; biogas desulfurization systems; dry scrubber adsorption systems; and cannabis odor control systems. It also sells biofiltration media products under the BIOSORBENS, XLD, BIOPAK, BIOROLL, and BIOBLOK names. The company operates in Canada, the United States, China, and internationally. In addition, its products are used in wastewater and water treatment plants, municipal solid waste and waste to energy, pet food manufacturing, rendering plants, food and beverage, petrochemical, semiconductor, chemical production facilities industries. BioRem Inc. was founded in 1990 and is headquartered in Puslinch, Canada.",Pollution & Treatment Controls,0.664,0.30396998,50699872.0,B,biofilters cut air pollutants; small but growing,7187654.0,2492826.0,-2096698.0,328433.0,50699872.0,0.664,0.30396998,0.17169,14.174,16117027.0,15707171.0,,1.625,21,,,43515972.0,48
PPOKF,PT Charoen Pokphand Indonesia Tbk,0.25,4099500032.0,,Consumer Defensive,,otc,food,26,20,46,,,,Farm Products,"PT Charoen Pokphand Indonesia Tbk, together with its subsidiaries, produces and sells poultry feed, broiler, food products, and day-old chicks (DOC) in Indonesia and internationally. It operates through Feed, Broiler, Day-Old Chicks, Processed Chicken, and Others segments. The company is involved in the broiler breeding; slaughterhouse; non-poultry and poultry meat packing activities; manufacture and preservation of poultry and meat products; and offers frosting of fruits and vegetables; mixed flour and flour dough; food and processed food; cooking spices and seasonings; animal food rations; pharmaceutical product for animals; plastic packaging; and household appliances and equipment. It also engages in the wholesale trading of live-stocks, poultry, and processed chicken; trading of poultry equipment; warehousing and storage; cold storage activities; broiler cultivation; fruit and vegetable drying; soft drink; bottled water; and other beverage industries activities. In addition, the company is involved in pharmaceutical ingredients industry for animals; wholesale of beef and processed beef, chicken meat and processed chicken, and meat and other processed meat; production and distribution chicken feather meal; trade of processed fishery products; wholesale of eggs and egg processed products; and other food and beverages. Additionally, it provides macaroni, noodles, and similar products; bread and cake products; soybeans, other legumes, soy sauce, tempeh, and tofu; corn milling",Farm Products,0.268,0.19478,,B,integrated poultry affordable protein for emerging market,,,1079185899520.0,,,0.268,0.19478,0.0,28.211,16398000000.0,7291534680.0,9579.0,2.111,21,,,4099500032.0,47
PIFFY,PT Indofood CBP Sukses Makmur Tbk,8.4,4898001408.0,,Consumer Defensive,,otc,food,26,20,46,,,,Packaged Foods,"PT Indofood CBP Sukses Makmur Tbk produces and sells food products in Indonesia, the rest of Asia, Africa, and internationally. It operates through six segments: Noodles Division, Dairy Division (dairy products), Food Seasonings Division, Snack Foods Division, Nutrition and Special Foods Division, and Beverages Division. The company offers noodles, sauces, and instant seasonings under the Indomie, Supermi, Sarimi, Pop Mie, Sakura, and Mi Telur Cap 3 Ayam brands; sweetened condensed milk, liquid milk, powdered milk, ice cream, and butter under the Indomilk, Cap Enaak, Tiga Sapi, Kremer, Orchid Butter, Indofood Icecream, and Milkuat brands; chips and non-chips snacks, such as potato biscuits, cassavas, and wheat flour under the Chitato, Qtela, Chiki, Jetz, and Maxicorn brands; and food seasonings, including powdered and liquid seasonings, condiments, and syrups under the Sambal Indofood, Bumbu Special Indofood, Bumbu Racik, Indofood Freiss, and Kecap Indofood brands. It also provides nutrition and special foods, such as baby cereals, follow-on cereals, noodle soups, and baby biscuits, as well as fortified milk for expectant and lactating mothers under the Promina, Govit, SUN, and Gowell brands; and beverages comprising ready-to-drink tea, packaged water, and fruit-flavored drinks under the Ichi Ocha, Club and Fruitamin brands. In addition, the company manufactures packaging materials for beauty and personal care, food, beverage, fabric and home care, and household products; off",Packaged Foods,0.157,0.34893,,B,staple noodles dairy nutrition for emerging market,,,7778453684224.0,,,0.157,0.34893,0.0,66.653,583095400.0,113511182.0,37514.0,-0.608,21,,,4898001408.0,47
FLO,Flowers Foods Inc. Common Stock,7.11,1507271936.0,United States,Consumer Staples,Packaged Foods,exchange,food,26,18,44,,,,Packaged Foods,"Flowers Foods, Inc. produces and markets packaged bakery food products in the United States. The company's principal products include fresh breads, buns, rolls, snack items, bagels, English muffins, tortillas, baking mixes, and frozen breads and rolls as well as snack items including bars, cakes, cookies, and crackers. The company offers its products under the Nature's Own, DKB, Canyon Bakehouse, Simple Mills, Wonder, and Tastykake brand names. It distributes its products through a direct-store-delivery distribution and a warehouse delivery system, as well as operates bakeries. The company's customers include national and regional restaurants, institutions and foodservice distributors, and retail in-store bakeries; wholesale distributors; mass merchandisers, supermarkets, vending outlets, and convenience stores; quick-serve chains, food wholesalers, institutions, dollar stores, and vending companies; and public health care, military commissaries, and prisons, and other governmental institutions. The company was formerly known as Flowers Industries and changed its name to Flowers Foods, Inc. in 2001. Flowers Foods, Inc. was founded in 1919 and is headquartered in Thomasville, Georgia.",Packaged Foods,0.068,0.48716,5273825792.0,B,staple packaged bread at national scale,252683008.0,1465965952.0,239973744.0,418425984.0,5273825792.0,0.068,0.48716,0.0828,111.007,211993230.0,195549168.0,10300.0,,20,,,1507271936.0,46
CLPBY,Coloplast A/S,7.26,16361728000.0,,Healthcare,,otc,health,26,20,46,,,,Medical Instruments & Supplies,"Coloplast A/S engages in the development and sale of intimate healthcare products and services in Denmark, the United States, the United Kingdom, France, and internationally. The company operates through Chronic Care, Continence Care, Voice and Respiratory Care, Interventional Urology, and Advanced Wound Dressings and Biologics segments. It provides ostomy care products, including SenSura Mio, which provides fit individual body shapes and discretion for various types of ostomies; and SenSura Ostomy care solutions, as well as ostomy accessories under the Brava brand. The company also offers continence care products, such as Conveen Active urine bags; SpeediCath catheters that offer catheterization for both genders; Peristeen Plus, a transanal irrigation system; and Peristeen Light, a low-volume transanal irrigation. In addition, it provides wound care products comprising conforming dressing under the Biatain Silicone brand and hydrocolloid dressing under the Comfeel brand. Further, the company develops, produces, and markets products for the surgical treatment of urological and gynecological disorders, such as erectile dysfunction, urinary stone diseases, benign prostate hyperplasia, voiding dysfunctions, and urinary incontinence. Additionally, its voice and respiratory care solutions include laryngectomy care products comprising Provox, a voice prosthesis for speaking, HMEs, adhesives, laryngectomy tubes for breathing, devices for speaking hands-free, and accessories, as well",Medical Instruments & Supplies,0.057,0.67232,28441999360.0,B,chronic ostomy care essentials at premium pricing,817000000.0,23803000832.0,7667999744.0,7673999872.0,28441999360.0,0.057,0.67232,0.26227,178.073,2073681380.0,1445737064.0,17213.0,0.818,20,,,16361728000.0,46
