ticker,sector,industry,summary,cap,price,revGrowth,grossM,cash,debt,fcf,revenue
YARW,Healthcare,Biotechnology,"Yarrow Bioscience, Inc. operates as a clinical-stage biotechnology company that engages in developing transformative therapies for autoimmune thyroid diseases. The company's candidate, YB-101, is a humanized monoclonal antibody targeting the thyroid-stimulating hormone receptor (TSHR) for the treatment of Graves' disease and thyroid eye disease. The company was incorporated in 2025 and is based in New York, New York.",101156672.0,37.89,,0.0,18670000.0,0.0,,
ZNTL,Healthcare,Biotechnology,"Zentalis Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on discovering and developing small molecule therapeutics for the treatment of various cancers in the United States. It develops azenosertib, which is in a Phase 3 clinical trial for the treatment of ovarian cancer and other tumor types. The company also develops ZN-c3-001, a phase 1 study that evaluated azenosertib monotherapy in solid tumors; and MAMMOTH (ZN-c3-006) is a Phase 1/2 clinical trial of azenosertib ",369220480.0,3.9,,0.0,174608000.0,37690000.0,-79451128.0,
ZSTK,Financial Services,Asset Management,"ZeroStack Corp., through its subsidiary, Phatebo GmbH, engages in the pharmaceutical distribution business in Germany. It operates through Commercial & Wholesale and Digital Assets segments. The company distributes a range of pharmaceutical goods and medical products to treat various health indications, including drugs related to cancer therapies, attention-deficit/hyperactivity disorder, multiple sclerosis, and anti-depressants. It also operates as a decentralized AI treasury company that inves",96368960.0,5.51,0.407,0.13137001,2640000.0,2757000.0,-179750.0,40033000.0
CKLSF,Healthcare,Biotechnology,"CK Life Sciences Int'l., (Holdings) Inc., an investment holding company, researches, develops, manufactures, commercializes, and sells health and agriculture-related products in the Asia Pacific and North America. It manufactures and markets plant protection products and soluble fertilizers; manufactures, blends, distributes, trades, and sells fertilizers, pesticides, and related agricultural products; manufactures and distributes horticultural products for the home gardening market; and produce",666047360.0,0.0693,0.042,0.2804,535655008.0,6831888896.0,-377945504.0,5520177152.0
AMD,Technology,Semiconductors,"Advanced Micro Devices, Inc. operates as a semiconductor company internationally. It operates in three segments: Data Center, Client and Gaming, and Embedded. The company offers artificial intelligence (AI) accelerators, microprocessors, and graphics processing units (GPUs) as standalone devices or as incorporated into accelerated processing units, chipsets, and data center and professional GPUs; and embedded processors and semi-custom system-on-chip (SoC) products, microprocessor and SoC develo",789024145408.0,483.33,0.501,0.55724,13111000064.0,4276000000.0,8841499648.0,41305001984.0
AAON,Industrials,Building Products & Equipment,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, ",6560011264.0,79.56,1.012,0.25569,13000.0,452084000.0,-213758000.0,1932366976.0
ACMR,Technology,Semiconductor Equipment & Materials,"ACM Research, Inc., together with its subsidiaries, develops, manufactures, and sells capital equipment in Mainland China and internationally. It also develops, manufactures, and sells a range of packaging tools to wafer assembly and packaging customers. The company provides wet cleaning equipment for front end production processes; electrochemical plating, furnace, PECVD, and track platforms; Space Alternated Phase Shift, technology for flat and wafer surfaces; timely energized bubble oscillati",5487312384.0,78.785,0.36,0.43835,1439374976.0,349319008.0,-186610256.0,1037772032.0
AEIS,Industrials,Electrical Equipment & Parts,"Advanced Energy Industries, Inc. provides precision power conversion, measurement, and control solutions in the United States, Asia, Europe, and internationally. The company's plasma power products offer solutions to enable innovation for semiconductor and thin film plasma processes, such as dry etch and deposition. It also provides high and low voltage power products used in a range of applications, such as semiconductor equipment, industrial production, medical and life science equipment, data",11215321088.0,279.73,0.3,0.3996,1396700032.0,1376999936.0,34187500.0,2037799936.0
AGCO,Industrials,Farm & Heavy Construction Machinery,"AGCO Corporation manufactures and distributes agricultural equipment and replacement parts worldwide. It offers horsepower tractors for row crop production, soil cultivation, planting, land leveling, seeding, and commercial hay operations; utility tractors for small- and medium-sized farms, as well as for dairy, livestock, orchards, and vineyards; and compact tractors for small farms, specialty agricultural industries, landscaping, equestrian, and residential uses. The company also provides grai",7842852864.0,111.99,-0.01,0.25267,573400000.0,2888499968.0,450262496.0,10349100032.0
TBB,,,,,,,,,,,
ADTN,Technology,Communication Equipment,"ADTRAN Holdings, Inc. provides networking and communications platforms, software, systems, and services in the United States, Germany, the United Kingdom, and internationally. It operates through two segments, Network Solutions, and Services & Support. It offers residential gateways; ethernet passive optical network ONUs; gigabit passive optical network/XGS-PON ONTs; routers, and switches; edge cloud; carrier ethernet network interface devices; Optical Line Terminals; Packet Aggregation, Copper ",646554944.0,7.935,0.061,0.38463002,79236000.0,242664000.0,24819000.0,1138226944.0
UZE,,,,,,,,,,,
UZD,,,,,,,,,,,
ELSLF,Technology,Communication Equipment,"Elsight Limited engages in the development and commercialization of the connectivity solutions in Europe, Israel, the United States, and internationally. The company offers Halo platform, a drone connectivity platform serving mission-critical applications across the defense, homeland security (HLS), and uncrewed systems. It also provides AllSight, a one-stop cloud-based software solution for unmanned vehicles that ease the use of the Halo for all Elsight customers; and HeatSight, that offers unp",1045216320.0,4.7,,0.0,,,,
ALMU,Technology,Semiconductors,"Aeluma, Inc. develops optoelectronic and electronic devices for sensing, communication, and computing applications in the United States. The company produces semiconductor materials and chips using compound semiconductors on diameter substrates that are used to manufacture mass market microelectronics. Its products are used in mobile, automotive, AI, defense and aerospace, communication, AR/VR, high-performance commuting, and quantum computing applications, as well as other electronic and optoel",253895008.0,13.87,-0.026,0.37741002,37780000.0,1089000.0,-443403.0,5196000.0
MASS,Healthcare,Medical Devices,"908 Devices Inc. provides purpose-built handheld mass spectrometry and fourier transform infrared (FTIR) devices for use in vital health and safety applications. The company's products include MX908, a handheld, battery-powered, and Mass Spec device that is designed for rapid analysis of solid, liquid, vapor, and aerosol materials of unknown identity; XplorIR, a handheld device that uses FTIR spectroscopy to identify, quantify, and track gases and vapors; ThreatID, a portable FTIR device that ra",432763904.0,10.47,0.233,0.52651,101531000.0,4298000.0,18682500.0,60840000.0
AZ,Technology,Software - Application,"A2Z Cust2Mate Solutions Corp., a technology company, focuses on the development and commercialization of retail smart cart solutions for grocery stores and supermarkets in Israel and internationally. It operates through Precision Metal Parts, Advanced Engineering, and Smart Carts segments. The company provides Cust2Mate system, which incorporates a smart cart that automatically calculates the value of the customers purchases in their smart cart without having to unload and reload their purchases",305763840.0,6.945,4.09,0.13486,43396000.0,4553000.0,-26924624.0,14415000.0
ACU,Consumer Defensive,Household & Personal Products,"Acme United Corporation supplies cutting, measuring, first aid, and sharpening products to the school, home, office, hardware, sporting goods, and industrial markets in the United States, Canada, Europe, and internationally. The company offers scissors, shears, knives, rulers, pencil sharpeners, paper trimmers, safety cutters, lettering products, glue guns, and other craft products under the Westcott brand name; and cutting tools under the Clauss brand. It also provides sharpening knives, scisso",235550080.0,61.44,0.161,0.40083,5041000.0,38480000.0,8329559.0,211604816.0
AMPG,Technology,Communication Equipment,"AmpliTech Group, Inc. designs, engineers, and assembles micro-wave component-based amplifiers. It operates in two segments, Manufacturing and Engineering, and Distribution. The company offers low noise amplifiers, medium power amplifiers, waveguide to coaxial adapters, cryogenic amplifiers, and cryogenic and non-cryogenic 4G/5G small cell subsystems; satellite access point block downconverter; 1:2 Tx protection switch panel subsystem; and desktop/benchtop and compact wideband power amplifiers. I",106956240.0,3.56,-0.268,0.36681,12952945.0,3926224.0,-8588240.0,23990728.0
ATNI,Communication Services,Telecom Services,"ATN International, Inc., through its subsidiaries, provides digital infrastructure and communications services to residential, business, and government customers in the United States, Guyana, the US Virgin Islands, Bermuda, and internationally. It operates through International Telecom and US Telecom segments. The company offers fixed data and voice telecommunication services comprising fiber broadband and data solutions; carrier telecommunication services consisting of the leasing of tower and ",468262048.0,30.4,0.018,0.56929,317976000.0,674068992.0,120656248.0,734102976.0
AUDC,Technology,Communication Equipment,"AudioCodes Ltd. provides advanced communications software, products, and productivity solutions for the digital workplace worldwide. The company offers solutions, products, and services for unified communications, contact centers, and hosted business services. Its products include session border controllers, life cycle management solutions, VoIP network routing solutions, media gateways and servers, multi-service business routers, IP phones solutions, and value-added applications, as well as pro",242252512.0,10.03,0.031,0.65739995,61670000.0,41368000.0,14023500.0,249252992.0
CLFD,Technology,Communication Equipment,"Clearfield, Inc., together with its subsidiaries, designs, manufactures, and distributes fiber management, protection, and delivery products in the United States and internationally. The company offers FieldSmart, a series of panels, cabinets, wall boxes, and other enclosures; WaveSmart, an optical component integrated for signal coupling, splitting, termination, multiplexing, demultiplexing, and attenuation for integration within its fiber management platform; and FiberFlex, an outdoor active c",404528832.0,29.7799,0.132,0.33007,101223000.0,10276000.0,21556000.0,153656000.0
CXDO,Communication Services,Telecom Services,"Crexendo, Inc. provides cloud communication platform software and unified communications as a service in the United States and internationally. It operates through two segments, Cloud Telecommunications Services and Software Solutions. The company offers hardware, software, and unified internet protocol or cloud technology for businesses using user interfaces, such as a Crexendo branded and third party desktop phones and/or mobile and desktop applications; develop end user portals for account ma",211826640.0,6.37,0.489,0.629,18289000.0,5642000.0,10259000.0,80914000.0
GOGO,Communication Services,Telecom Services,"Gogo Inc., together with its subsidiaries, provides broadband connectivity services to the aviation industry in the United States and internationally. The company's product platform includes networks, antennas, and airborne equipment and software. The company offers in-flight systems; in-flight services; aviation partner support; and engineering, design, and development services, as well as production operations functions. It offers voice and data, in-flight entertainment, and other services. In",381454624.0,2.815,-0.014,0.41604,66347000.0,880640000.0,-41054248.0,903276032.0
KVHI,Communication Services,Telecom Services,"KVH Industries, Inc., together with its subsidiaries, designs, develops, manufactures, and markets mobile connectivity and managed services for the marine and land mobile markets. The company offers Internet and VoIP airtime services; AgilePlans, a connectivity as a Service solution; CommBox, a data management software for maritime communications; CommBox Edge, an advanced maritime network optimization and management solution; KVH Link, a crew wellbeing content subscription service; KVH ONE, a g",136135216.0,7.5043,0.267,0.25065002,57720000.0,4655000.0,7923000.0,125013000.0
OCC,Technology,Communication Equipment,"Optical Cable Corporation, together with its subsidiaries, manufactures and sells fiber optic and copper data communications cabling and connectivity solutions primarily for the enterprise market in the United States and internationally. The company offers fiber optic and hybrid cables for high bandwidth transmission of data, video, and audio communications; and copper datacom cables, including unshielded and shielded twisted pair constructions. Its fiber optic connectivity products include fibe",116253688.0,13.1701,0.266,0.3266,145600.0,12190405.0,-3472896.0,78390448.0
AIOT,Technology,Software - Infrastructure,"PowerFleet, Inc. provides artificial intelligence-of-things (AIoT) solutions for managing high-value enterprise and mid-market assets in North America, Israel, Africa, Europe, the Middle East, Australia, and internationally. It offers unity solution portfolio, which includes unity platform that enables integration with AIoT devices and third-party business systems to a data highway that powers artificial intelligence-driven insights to help customers save lives, time, and money; software as a se",402006624.0,2.995,0.064,0.55745,32824000.0,295614016.0,25774750.0,450448992.0
RELL,Technology,Electronic Components,"Richardson Electronics, Ltd. provides engineered solutions, power grid and microwave tube, and related consumables in North America, the Asia Pacific, Europe, and Latin America. Its Power and Microwave Technologies segment manufactures electron tubes and radio frequency (RF), microwave and power components used in semiconductor manufacturing equipment, RF, and wireless and industrial power applications, as well as various applications, including broadcast transmission, CO2 laser cutting, diagnos",261312944.0,17.58,0.276,0.31215,31779000.0,1389000.0,-6453250.0,228564000.0
SIDU,Industrials,Aerospace & Defense,"Sidus Space, Inc. engages in the design, manufacture, launch, and data collection of commercial satellites worldwide. The company offers Fortis, a VPX module used for computing, machine learning, GPS navigation, and near real-time data analytic; LizzieSat Satellite Platform, a modular, hybrid 3D-printed satellite architecture designed to support multi-mission deployments across LEO, GEO, cislunar, and lunar orbits; Orlaith AI Ecosystem by integrating the FeatherEdge radiation-tolerant edge proce",226461312.0,2.2372,-0.538,-1.66856,166520688.0,1149039.0,-21984174.0,2826829.0
SPOK,Healthcare,Health Information Services,"Spok Holdings, Inc., through its subsidiary, Spok, Inc., engages in the healthcare communication solutions in the United States, Europe, Canada, Australia, Asia, and the Middle East. Its products and services enhance workflows for clinicians and support administrative compliance. The company delivers clinical information to care teams when and where it matters to enhance patient outcomes; and provides GenA Pager, a one-way alphanumeric pager. It offers subscriptions to one-way or two-way messagi",218385328.0,10.44,-0.019,0.60376,16592000.0,5746000.0,20814624.0,135964992.0
OPTX,Technology,Electronic Components,"Syntec Optics Holdings, Inc. manufactures and supplies optics and photonics components, sub-systems, and optical systems for defense, medical, industrial, and consumer end-markets in the United States and Europe. It offers polymer-based optics; and optical assemblies, electro-optics assemblies, molded polymer and glass optic components, opto-mechanical components, nano machining, and thin films coating. The company also provides optics assembly, electro-optics assembly, design, and coating servi",339559392.0,8.43,0.261,0.19584,14047104.0,4336683.0,429482.0,29242712.0
TTGT,Technology,Information Technology Services,"TechTarget, Inc. provides sales and support of purchase intent-driven advertising campaigns in North America, the United Kingdom, and internationally. The company offers intelligence and advisory solutions, such as research and intelligence services to technology providers based on analysis and data-driven intelligence and reports under the Omdia brand; and advisory services based on its sector-specialist analysts and data-driven market intelligence. It also provides brand and content solutions,",279204032.0,3.86,-0.032,0.59209996,45820000.0,131661000.0,39668876.0,485156992.0
TBCH,Technology,Consumer Electronics,"Turtle Beach Corporation, an audio and gaming technology company, develops and markets audio and gaming accessory products under the Turtle Beach brand in the Americas, Europe, the Middle East, and the Asia Pacific. The company offers headsets, controllers, keyboards, mice, flight and racing simulation hardware, microphones, and fight sticks; accessories, such as mousepads, headset stands and cases, and chargers; and replacement parts for transmitters, headsets, mice, keyboards, controllers, and",230408448.0,12.865,-0.007,0.37585998,19565000.0,85333000.0,32764876.0,297772992.0
AYI,Industrials,Electrical Equipment & Parts,"Acuity Inc. provides lighting, lighting controls, building management system, and an audio, video, and control platform in the United States and internationally. It operates in two segments, Acuity Brands Lighting (ABL); and the Acuity Intelligent Spaces (AIS). The ABL segment provides lighting solutions and luminaires with advanced electronics under the Aculux, American Electric Lighting, Cyclone, Dark to Light, eldoLED, Eureka, Fresco, Gotham, Healthcare Lighting, Holophane, Hydrel, IOTA, Juno",10163717120.0,339.52,0.016,0.48669997,411900000.0,804300032.0,467275008.0,4606499840.0
HOVNP,,,,,,,,,,,
ADNT,Consumer Cyclical,Auto Parts,"Adient plc engages in the design, development, manufacture, and market of seating systems and components for passenger cars, commercial vehicles, and light trucks in United States. Its automotive seating solutions include complete seating systems, mechanisms, frames, foams, head restraints, armrests, and trim covers. The company serves automotive original equipment manufacturers in North America and South America; Europe, Middle East, and Africa; and Asia. Adient plc was incorporated in 2016 and",1456920704.0,18.58,0.05,0.06585,927000000.0,2648999936.0,354500000.0,15125999616.0
AEBI,Industrials,Farm & Heavy Construction Machinery,"Aebi Schmidt Holding AG manufactures specialty vehicles in North America, Europe, and internationally. It offers a portfolio of single axle implement carriers and transporters for the agriculture and municipal sectors; maintenance equipment, such as plows, snow cutters, spreaders, sprayers, and sweeping machines; and custom engineering, installation, manufacturing, and distribution of performance-driven municipal, commercial, and fleet vehicles. The company also provides heavy-duty industrial eq",933567040.0,12.03,0.787,0.19399,109734000.0,786572992.0,-75086752.0,1951649024.0
AEVA,Technology,Software - Infrastructure,"Aeva Technologies, Inc. engages in the design, manufacture, and sale of LiDAR sensing systems, and related perception and autonomy-enabling software solutions in North America, Europe, Oceania, and Asia. The company develops its products using frequency modulated continuous wave (FMCW) sensing technology. It also offers Aeva Omni, a wide-view short-range 4D LiDAR; Aeva Atlas, a orion long-range 4D LiDAR with data and power over ethernet; CityOS, a AI operating system for real-time traffic intell",1099259904.0,15.77,0.113,0.27225,177888992.0,102371000.0,-139472880.0,21598000.0
ZHHJY,Consumer Cyclical,Auto Parts,"Zhejiang Shibao Company Limited is based in Hangzhou, China.",642475904.0,7.81,,0.0,,,,
CAAS,Consumer Cyclical,Auto Parts,"China Automotive Systems, Inc., through its subsidiaries, manufactures and sells automotive systems and components in the People's Republic of China, the United States, and internationally. The company produces rack and pinion power steering gears for cars and light-duty vehicles; integral power steering gears for heavy-duty vehicles; power steering parts for light duty vehicles; sensor modules; automobile steering systems and columns; and automobile electronics and systems and parts. It also pr",155379120.0,5.15,0.17,0.20746,98411000.0,74994000.0,-82993248.0,834862016.0
CVGI,Consumer Cyclical,Auto Parts,"Commercial Vehicle Group, Inc., together with its subsidiaries, provides systems, assemblies, and components to the vehicle market and electric vehicle markets in North America, Europe, and the Asia-Pacific. The company operates in three segments: Global Seating, Global Electrical Systems, and Trim Systems and Components. The Global Seating segment designs, manufactures, and sells vehicle seats for the vehicle markets, including heavy duty (HD)trucks, medium duty (MD) trucks, last mile delivery ",124539168.0,3.065,0.135,0.11995,35952000.0,146523008.0,16197500.0,673984000.0
CPS,Consumer Cyclical,Auto Parts,"Cooper-Standard Holdings Inc., through its subsidiary, manufactures sealing systems and fluid handling systems in the North America, Europe, the Asia Pacific, and the South America. The company offers sealing systems, such as dynamic seals, static seals, encapsulated glass, obstacle detection sensor system, variable extrusion, specialty sealing products, decorative trims, and frameless systems, as well as Fortrex materials platform, FlexiCore thermoplastic body seal, and FlushSeal sealing system",470706304.0,26.49,0.022,0.11654,126579000.0,1239600000.0,51513124.0,2775580928.0
DCX,Consumer Cyclical,Auto Manufacturers,"Digital Currency X Technology Inc. engages in digital asset management services in China and internationally. The company offers DexTrader, an on-chain derivatives aggregation trading platform that provides a unified trading gateway, data analytics, and execution capabilities for digital assets and on-chain mapped traditional financial assets. The company was formerly known as Chijet Motor Company, Inc. and changed its name to Digital Currency X Technology Inc. in November 2025. Digital Currency",325455008.0,0.9257,,0.0,3942000.0,0.0,-306164736.0,
HLLY,Consumer Cyclical,Auto Parts,"Holley Inc. designs, manufactures, and distributes automotive aftermarket products to car and truck enthusiasts in the United States, Canada, and Europe. Its performance automotive products include carburetors, fuel pumps, fuel injection systems, nitrous oxide injection systems, superchargers, exhaust headers, mufflers, distributors, ignition components, engine tuners, and automotive performance plumbing products; and exhaust products, as well as shifters, converters, transmission kits, transmis",350366688.0,2.89,0.032,0.43035,69020000.0,570104000.0,24805876.0,613145984.0
INVZ,Consumer Cyclical,Auto Parts,"Innoviz Technologies Ltd. engages in the provision of automotive-grade LiDAR and perception solutions worldwide. Its sensors and complementary software suite are designed to deliver exceptional range, resolution, and reliability, providing accurate 3D sensing even in harsh weather conditions. The company's offerings include InnovizTwo Short to Mid-Range, Long Range, and Ultra Long-Range a suite of automotive-grade LiDAR sensors; InnovizThree, an automotive-grade LiDAR sensor for behind-the-winds",99210048.0,0.3328,0.855,0.0654,48438000.0,35632000.0,-23325876.0,53169000.0
LVWR,Consumer Cyclical,Auto Manufacturers,"LiveWire Group, Inc. manufactures and sells electric motorcycles in the United States, Austria, and internationally. The company operates in two segments, Electric Motorcycles and STACYC. It designs and sells electric motorcycles and parts, accessories, and apparel; electric balance bikes for kids; and adult pedal assist electric bikes. The company sells its products to wholesale, independent dealers and retailers, and independent distributors, as well as direct to consumers online. It offers it",281415072.0,1.37,0.552,-0.10858,52869000.0,77310000.0,-32923750.0,31286000.0
MPAA,Consumer Cyclical,Auto Parts,"Motorcar Parts of America, Inc. operates as a supplier of automotive aftermarket non-discretionary replacement parts and test solutions and diagnostic equipment in the United States. It operates through three segments: Hard Parts, Test Solutions and Diagnostic Equipment, and Heavy Duty. The company offers light duty rotating electrical products, including alternators and starters; wheel hub assemblies and bearings; and brake-related products comprising brake calipers, brake boosters, brake rotor",216027904.0,11.41,-0.108,0.20598,21399000.0,232856000.0,-22959624.0,769462976.0
NIU,Consumer Cyclical,Auto Manufacturers,"Niu Technologies, through its subsidiaries, designs, manufactures, and sells electric scooters in the People's Republic of China, Europe, and internationally. The company offers electric motorcycle, moped, and bicycle series, including the NQi, MQi, UQi, FQi series, and others; micro-mobility series, such as KQi kick-scooter series; BQi e-bike series; and XQi electric motorcycle and NXT hyper electric bicycle. It also provides e-scooter accessories and spare parts comprising raincoats, gloves, k",153734736.0,1.96,0.147,0.18260999,1475750656.0,222561664.0,,4720070656.0
RLGT,Industrials,Integrated Freight & Logistics,"Radiant Logistics, Inc., operates as a third-party logistics company, provides technology-enabled global transportation and value-added logistics services in the United States, Canada, Hong Kong, and China. The company offers domestic and international freight forwarding, and freight brokerage services, including air, ocean, truckload, less-than-truckload, and intermodal. It also provides logistics and supply chain services, such as materials management and distribution, customs house brokerage,",397132480.0,8.48,0.001,0.17023,39688000.0,83793000.0,26375624.0,893500032.0
AIIO,Consumer Cyclical,Auto Manufacturers,"Robo.ai Inc., a smart passenger vehicle company, provides passenger-centric mobility and green energy solutions in the United States, the United Arab Emirates, and Mainland China. It develops electric vehicles, including MUSE, GHIATH, and autonomous logistics vehicles; and Astra that offers intelligent logistics, automatic delivery, and shared travel solutions. The company is also involved in the wholesale and retail of vehicles; and sale of auto parts and materials. In addition, it provides bus",435343008.0,2.575,,0.0125899995,2110000.0,3584000.0,-55327124.0,55449000.0
SRI,Consumer Cyclical,Auto Parts,"Stoneridge, Inc., together with its subsidiaries, designs, manufactures, and sells engineered electrical and electronic systems, components, and modules for the commercial, automotive, off-highway, and agricultural vehicle markets in North America, South America, Europe, and the Asia Pacific. The company operates in two segments, Electronics and Stoneridge Brazil. The Electronics segment offers advanced driver information solutions, vision systems, connectivity and compliance solutions, and cont",207076064.0,7.26,0.151,0.19253999,71514000.0,156864992.0,70398376.0,896896000.0
STRT,Consumer Cyclical,Auto Parts,"Strattec Security Corporation designs, develops, manufactures, and markets automotive security, access control, and user interface controls products in North America and internationally. The company offers mechanical and electronically enhanced locks and keys, fobs, passive entry passive start systems, digital key, phone as a key systems, steering column and instrument panel ignition lock housings, latches, power sliding door systems, power tailgate and lift gate systems, power deck lid systems,",289674336.0,69.32,-0.045,0.16757,106957000.0,1000000.0,49250000.0,579577984.0
AHWSF,,,,862650048.0,8.1,,,,,,
THNOF,Technology,Software - Application,"Technology One Limited engages in the development, marketing, sale, implementation, and support of integrated enterprise business software solutions in Australia and internationally. It operates through Software and Consulting segments. The company offers various business software solutions, including business analytics, app builder, corporate performance management, curriculum, DxP local government, DxP Student, DxP Essentials, enterprise asset management, enterprise budgeting, enterprise cash ",7495716864.0,22.6446,0.115,0.58,245460000.0,49448000.0,151969376.0,631233024.0
