ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry,summary,y_ind,revGrowth,grossM,revenue
ACXIF,"Acciona, S.A.",248.89,13242061824.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"Acciona, S.A., together with its subsidiaries, provides energy and infrastructure solutions in Spain and internationally. It develops, constructs, operates, and maintains wind, solar photovoltaic, hydropower, thermal solar, and biomass plants, as well as offers energy storage, renewable energy supply, energy efficiency, self-consumption, green hydrogen, and electric mobility solutions; and designs, develops, manufactures, and distributes wind turbines. The company also engages in the construction and development of civil engineering infrastructure projects, including roads, highways and motorways, bridges, tunnels, railways and railway services, and metros and trams, as well as ports and water channels, airports and airport services, freight forwarding, data center, and substation and transmission lines; water solutions, such as waste water treatment and reuse, desalination, drinking water, integral water cycle, and water for agriculture; and social services for healthcare, university campuses, and ecosystem restoration. In addition, it is involved in the provision of sustainable cities solutions comprising efficient building, circular economy, urban ecosystems, museums and universal exhibitions, immersive experiences, and event design and management; development of housing projects, hotels and holiday resorts, fit outs, offices, and industrial properties; and fund management and stock brokerage. The company was incorporated in 1916 and is headquartered in Madrid, Spain.",Engineering & Construction,0.04,0.69765997,21895999488.0
AVHNF,Ackermans & Van Haaren NV,306.2,10008886272.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"Ackermans & Van Haaren NV engages in marine engineering and contracting, private banking, real estate, energy and resources, and growth capital businesses worldwide. The Marine Engineering & Contracting segment engages in the marine construction activities, including dredging and civil works on water, as well as offshore activities in the areas of renewable energy, oil and gas, soil and sludge remediation, and aggregate and mineral extraction; real estate development, multitechnics, and construction and renovation activities; and development of port projects and related industrial zones, as well as offshore wind farms. The Private Banking segment offers discretionary asset management services for private clients; and specialized advisory banking services for entrepreneurs and liberal professionals, as well as financing and financial leasing services for cars, equipment, charging stations, and bicycles. The Real Estate segment develops mixed real estate projects, including redevelopment of iconic buildings and new constructions and residential, retail, and office properties. The Energy & Resources segment produces crude palm oil and bananas; offers hybrid palm oil seeds; and manufactures cement. The AvH & Growth Capital segment provides engineering and solutions in production process automation; validation and compliance services; compact biogas installation; specialty chemicals; and logistics services for rail, port and road transport, and intermodal transport, and warehousin",Engineering & Construction,-0.073,0.4083,5961611776.0
ACSAF,"ACS, Actividades de Construcción y Servicios, S.A.",124.0,32572628992.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"ACS, Actividades de Construcción y Servicios, S.A. provides construction and related services in Spain, the United States, Australia, Canada, Germany, the rest of Europe, and internationally. It operates through five segments: Turner, CIMIC, Engineering and Construction, Infrastructure, and Other. The Turner segment offers comprehensive construction and project management services, focusing on high-tech growth markets, including data centers and battery plants, primarily in North America. The CIMIC segment delivers construction, services, and public-private partnership (PPP) solutions, and includes mining services through Thiess. The Engineering and Construction segment encompasses Dragados' activities in Europe and North America, as well as Hochtief's construction and PPP operations in Europe. The Infrastructure segment covers Iridium and ACS Digital & Energy, and manages a 50% equity interest in Abertis Infraestructuras, S.A., focusing on digitalization, energy transition, sustainable mobility, concessions, and traditional infrastructure across Europe, Latin America, and North America. The Other segment comprises real estate, renewable energy, water assets, facilities management, social and health services, and insurance activities. The company offers services such as public and private works construction, maintenance and operation of transport and urban infrastructure, building restoration, development and management of energy and digital infrastructure, environmental serv",Engineering & Construction,0.122,0.30719998,51910684672.0
AEGXF,Aecon Group Inc.,31.08,2129897728.0,,Industrials,,sec_only,shelter,22,20,42,,,,Engineering & Construction,"Aecon Group Inc., together with its subsidiaries, provide construction and infrastructure development services to private and public sector clients in Canada, the United States, and internationally. It operates through two segments, Construction and Concessions. The Construction segment focuses on civil infrastructure, urban transportation solutions, nuclear power infrastructure, utility infrastructure, and industrial infrastructure market sectors. The Concessions segment engages in the development, financing, building, and operation of construction projects by way of public-private partnership contract structures. This segment also provides development of domestic international public-private partnership; private finance solution; developing strategic partnerships; leading and/or participating in development teams; and operations and maintenance of infrastructure assets services. Aecon Group Inc. was formerly known as Prefac Concrete Co. Ltd. and changed its name to Aecon Group Inc. in June 2001. The company was founded in 1867 and is headquartered in Toronto, Canada.",Engineering & Construction,0.253,0.08902001,5959450112.0
AMRZ,Amrize Ltd Ordinary Shares,44.25,24201459712.0,Switzerland,Industrials,Building Materials,exchange,shelter,22,20,42,,,,Building Materials,"Amrize AG engages in the provision of various building solutions for infrastructure, commercial, and residential construction markets in North America and Canada. It operates through two segments, Building Materials and Building Envelope. The Building Materials segment offers cement and aggregates, as well as ready-mix concrete, asphalt, and other construction materials. The Building Envelope segment provides advanced roofing and wall systems, including single-ply membranes, insulation, shingles, sheathing, waterproofing, and protective coatings; and adhesives, tapes, and sealants. The company was formerly known as Holcim North America Finance Ltd and changed its name to Amrize AG in December 2013. Amrize AG was incorporated in 2023 and is based in Zug, Switzerland.",Building Materials,0.086,0.25092,12183000064.0
APG,APi Group Corporation Common Stock,40.38,17450633216.0,United States,Consumer Discretionary,Diversified Commercial Services,exchange,shelter,22,20,42,,,,Engineering & Construction,"APi Group Corporation provides fire and life safety, security, elevator and escalator, and specialty services worldwide. It operates in two segments, Safety Services and Specialty Services. The company offers fire protection solutions; electronic security systems; and elevators and escalators, including the design, installation, inspection, service, and monitoring of life safety systems to high tech services, advanced manufacturing, healthcare, fulfillment and distribution centers, and critical infrastructure end markets. It also provides various specialty contracting, fabrication and distribution, and infrastructure and utility services to critical infrastructure, high tech services, and healthcare end markets. The company was formerly known as J2 Acquisition Limited and changed its name to APi Group Corporation in October 2019. APi Group Corporation was founded in 1926 and is headquartered in New Brighton, Minnesota.",Engineering & Construction,0.133,0.31441,8438000128.0
ARCAY,Arcadis NV,49.73,4237304320.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"Arcadis NV engages in the design, engineering, architecture, and consultancy solutions for natural and built assets in The Americas, Europe, the Middle East, and the Asia Pacific. The company operates through Places, Mobility, Resilience, and Intelligence segments. It provides architecture and urbanism services; and asset management services, such as asset management strategy and planning, asset management decision making and operational optimization, life cycle planning and asset management systems, asset information/condition assessment, risk and review, organization and people, and asset management/O&M. The company also provides business advisory services, including asset strategy and performance, business transformation and resiliency, investment and finance, operations and maintenance, and technology and information; contract solutions; cost and commercial management services; and design and engineering solutions for highways, railways, bridges, tunnels, power utilities, water utilities, ports and waterways, geotechnics, architecture, and structures, as well as building mechanical, electrical, and plumbing. In addition, it offers digital environmental health safety and sustainability, environmental restoration, and project management solutions. Further, the company provides mobility solutions for connected highways, intelligent rail and transit, integrated airports, and new mobility; places solutions; resilience solutions, such as energy transition, climate adaption, wat",Engineering & Construction,0.011,0.16384001,4901000192.0
AGX,Argan Inc. Common Stock,450.46,6315109888.0,United States,Consumer Discretionary,Engineering & Construction,exchange,shelter,22,20,42,,,,Engineering & Construction,"Argan, Inc., through its subsidiaries, provides engineering, procurement, construction, commissioning, maintenance, project development, and technical consulting services to the power generation market in the United States, Republic of Ireland, and the United Kingdom. It operates through three segments: Power, Industrial, and Teledata. Its Power segment offers engineering, procurement, and construction, as well as designing, building, and commissioning of large-scale energy projects; and design, construction, project management, start-up, and operation, as well as provides technical consulting services; and turbine, boiler, and large rotating equipment. This segment serves independent power producers, public utilities, power plant equipment suppliers, and other commercial firms. The company's Industrial segment provides field services that support new plant construction and additions; maintenance turnarounds; shutdowns and emergency mobilizations for industrial plants; and fabricates, delivers, and installation of metal components, such as piping systems and pressure vessels. Its Teledata segment offers trenchless directional boring and excavation for underground communication and power networks; aerial cabling; high and low voltage electric lines; and private area outdoor lighting systems, as well as installs buried cable. It also provides structured cabling, terminations, and connectivity that offers the physical transport for high-speed data, voice, video, and security net",Engineering & Construction,0.502,0.20743999,1041900032.0
ARLO,Arlo Technologies Inc. Common Stock,13.32,1433409152.0,United States,Consumer Discretionary,Diversified Commercial Services,exchange,shelter,24,18,42,,,,Building Products & Equipment,"Arlo Technologies, Inc., together with its subsidiaries, provides cloud-based platform services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific regions. The company offers Arlo Essential Cameras and Doorbells delivers smart home protection, including automated privacy shield, 360-degree coverage, and 2K video resolution; Arlo Home Security System, an all-in-one multi-sensor that provides access to security experts for monitoring and responding to emergency situations; ARLO PRO 6, a pro series wireless security cameras; ARLO ULTRA 3, a 4K HDR video resolution, auto-zoom and tracking and an expansive 180-degree field of view camera; Arlo Go 2, a camera for monitoring remote areas, large properties, construction sites, vacation homes, boat or RV slips, and hard-to-access areas; and Arlo Floodlight Camera, a wire-free floodlight camera. It also provides security system accessories, charging accessories, and mounts. In addition, the company offers Arlo Secure subscriptions, including AI-powered recognition and detection; 2K secure plan and 4K secure plus plan cloud-based video recording; unlimited cameras; advanced object detection; smart interactive notifications; smoke and CO alarm detection; cloud-based activity zone; call a friend; and 24/7 priority support and professional monitoring services; Arlo Total Security, a subscription which provides 24/7 professional monitoring and security hardware; Arlo Safe, a personal safety app that offers one-touch emer",Building Products & Equipment,0.205,0.4461,587145024.0
SNCAF,AtkinsRéalis Group Inc.,60.88,9742874624.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"AtkinsRéalis Group Inc., together with its subsidiaries, provides professional services and project management, and capital investment services in the United Kingdom, Canada, the United States, Saudi Arabia, and internationally. It operates through eight segments: Canada, UKI, USLA, AMEA, Nuclear, Linxon, LSTK Projects, and Capital. The company provides consultancy, strategy, advisory, engineering, design, project and program management and project delivery services for building and places, defence, industrial, power and renewables, and transportation and water markets; and operations, maintenance, and asset management solutions for various assets. It also offers services for clients across the nuclear life cycle from consultancy, engineering, procurement and construction management, field, technology, decommissioning, and waste management services, as well as spare parts; and new-build and full refurbishment services for reactors. In addition, the company is involved in installation of alternative current power substations, including expansions and electrification, notably through repetitive engineering, procurement and construction offerings for utilities, renewables and conventional generation, transportation, and data centers markets; and provision of lump-sum turnkey (LSTK) construction contracts for the mass transit projects. Further, it engages in developing projects, arranging financing, investing in equity, undertaking complex financial modeling, and managing its inf",Engineering & Construction,0.1,0.087290004,11725061120.0
BCKIY,Babcock International Group PLC,14.93,7347355136.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"Babcock International Group PLC, together with its subsidiaries, engages in the design, development, manufacture, and integration of specialist systems for aerospace, defense, and security in the United Kingdom, rest of Europe, Africa, North America, Australasia, and internationally. The company operates through four segments: Marine, Nuclear, Land, and Aviation. The company offers type 31 frigates, arrowhead 140, arrowhead 120, ARMOR force, project lurcher, jackal contract, ground deployed advanced mortar system, general logistics vehicle, Babcock's LGE, and armored land cruiser 300. It also provides weapons handling systems, autonomous and uncrewed aerial systems, and engineering and systems integration. In addition, the company is involved in the design, integration, and through-life support of various connected combat, support, and surveillance vehicles; integration of long-range fires, and command, control, communications, computers, intelligence, surveillance, targeting, acquisition and reconnaissance systems; provision of system engineering and general vehicle architecture services; and specialist vehicle conversions. Further, it provides equipment support, frontline support, and training services. Babcock International Group PLC was founded in 1891 and is based in London, the United Kingdom.",Engineering & Construction,0.089,0.57668,5177699840.0
BW,Babcock & Wilcox Enterprises Inc. Common Stock,7.83,1166396544.0,United States,Industrials,Building Products,exchange,shelter,24,18,42,,,,Specialty Industrial Machinery,"Babcock & Wilcox Enterprises, Inc., together with its subsidiaries, provides energy and emissions control solutions to industrial, electrical utility, municipal, and other customers in the United States, Canada, the United Kingdom, Indonesia, and the Philippines. The company offers BrightLoop chemical looping technology, which produces steam, hydrogen, or syngas for applications in the energy, industrial, and agricultural sectors. It also provides steam generation equipment, including aftermarket parts, construction, maintenance, and field services; steam generation systems, such as package boilers, watertube and firetube waste heat boilers, and other boilers to medium and heavy industrial customers. The company was founded in 1867 and is headquartered in Akron, Ohio.",Specialty Industrial Machinery,1.303,0.19743,834352000.0
BAFBF,Balfour Beatty plc,12.11,5701214720.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"Balfour Beatty plc finances, develops, builds, maintains, and operates infrastructure in the United Kingdom, the United States, and internationally. It operates through three segments: Construction Services, Support Services, Infrastructure Investments. The company constructs buildings, including commercial, healthcare, education, retail, and residential assets; and infrastructure assets comprising highways and railways, as well as other large-scale infrastructure assets, such as waste, water, and energy plants. It also offers a range of services, including design and/or build, mechanical and electrical engineering, shell and core and/or fit-out, and interior refurbishment; support services to various utility assets comprising servicing of power transmission and distribution assets, as well as construction and maintenance of electricity networks, including replacement or new build of overhead lines, underground cabling, cable tunnels, and offshore wind farm maintenance; and maintenance, asset and network management, and design services for highways, railways, and public assets. In addition, the company operates a portfolio of service concession assets comprising roads, healthcare, student accommodation, biomass, and waste and offshore transmission sectors; offers real estate management services, such as property development and asset management services; and develops housing units on land. Balfour Beatty plc was founded in 1909 and is based in London, the United Kingdom.",Engineering & Construction,0.101,0.04745,9946999808.0
BZH,Beazer Homes USA Inc. Common Stock,33.19,885496704.0,United States,Consumer Discretionary,Homebuilding,exchange,shelter,24,18,42,,,,Residential Construction,"Beazer Homes USA, Inc. operates as a homebuilder in the United States. The company designs, constructs, and sells single-family, condominiums, villas, and duets homes under the Beazer Homes, Gatherings, and Choice Plans brands. It also sells its homes through commissioned new home sales counselors and independent realtors. Beazer Homes USA, Inc. was founded in 1985 and is headquartered in Atlanta, Georgia.",Residential Construction,-0.053,0.12825,2081538944.0
BFLBF,Bilfinger SE,88.0125,3251157248.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"Bilfinger SE provides industrial services to customers in the process industry primarily in Europe, North America, and the Middle East. It operates through three segments: Engineering & Maintenance Europe; Engineering & Maintenance International; and Technologies. The company offers engineering, project, maintenance, turnaround, rotating equipment, inspection, insulation, scaffolding, corrosion protection, mechanical, electrical, instrumentation, control, digital services, and decommissioning of nuclear power plants. It also provides services in the field of nuclear energy, battery production, district heating and waste heat, hydropower, waste recycling and wastewater treatment, hydrogen, carbon capture and storage, wind power, biogas, and environmental tech. In addition, the company offers consulting and engineering; prefabrication and installation; and access and insulation services, as well as maintenance, engineering, extension, new construction, and operation of industrial plants. The company serves customers in energy, chemicals and petrochemicals, pharma and biopharma, and oil and gas industries. Bilfinger SE was founded in 1880 and is headquartered in Mannheim, Germany.",Engineering & Construction,0.072,0.11093,5569500160.0
BOUYY,Bouygues SA,10.72,20698150912.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"Bouygues SA, together with its subsidiaries, operates in the construction, energies and services, telecom, and media sectors in France and internationally. It operates through Colas, Bouygues Construction, Bouygues Immobilier, Equans, Bouygues Telecom, TF1, and Other segments. The company engages in the construction and maintenance of roads; production, distribution, sale, and recycling of aggregates, emulsions, asphalt mixes, ready-mix concrete, and bitumen; design, construction, upgrade, and maintenance of rail networks; design, construction, refurbishment, and renovation of buildings, as well as property development and consulting; public works, which include civil engineering, bridges, nuclear power station, tunnels and underground structures, prestressing, and stay cable systems; and concession activities. It is also involved in property development of housing, offices, and hotels; urban operations; design, building, management, and decarbonization of electrical installations; mechanical and robotics; HVAC; cooling and fire protection; facility management solutions, including technical services for installations; and digital technology and ICT services. In addition, the company engages in the roll out, maintenance, and management of mobile and fixed networks; B2C and B2B services; production, editing, and broadcasting of televisual content; music production and live events; and creation and distribution of programmes for TV channels and digital platforms. Further, it ope",Engineering & Construction,-0.01,0.56838,56328998912.0
BXBL,BOXABL Inc. Common stock,4.27,1507845376.0,United States,Consumer Discretionary,Homebuilding,exchange,shelter,24,18,42,,,,Residential Construction,"Boxabl Inc. develops and sells modular homes in the United States. It offers Building Box, which consists of room modules that ship to site at a low cost and can be stacked and connected to build various shape and style of finished buildings. The company's product includes casita Box comprising kitchen, bedroom, bathroom, and living area. The company was founded in 2017 and is based in North Las Vegas, Nevada.",Residential Construction,0.774,0.0,3163000.0
BRVDF,Bravida Holding AB (publ),13.4,2732735744.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"Bravida Holding AB (publ) provides technical services and installations for buildings and industrial facilities in Sweden, Norway, Denmark, and Finland. The company offers electrics, ventilation, heating and plumbing, fire and security, cooling, sprinkler; and energy management and optimization, building automation, vehicle charging, critical power, and solar cells.It also provides technical facility management, green hub, commercial kitchen, and services and maintenance; installations, such as contracts, coordinated projects, PMO-special projects, power supply, engineering design, and data centre services. Bravida Holding AB (publ) was founded in 1922 and is headquartered in Stockholm, Sweden.",Engineering & Construction,0.094,0.15283,
BBUC,Brookfield Business Corporation Class A Subordinate Voting Shares,28.26,5805791232.0,,Consumer Discretionary,Engineering & Construction,exchange,shelter,22,20,42,,,,Conglomerates,"Brookfield Business Corporation is a private equity firm specializing in growth capital, divestitures, and acquisitions. The firm typically invests in business services, infrastructure services, construction, energy, and industrials sector. The firm prefers to invest globally. It prefers to take majority controlling stake in companies. The firm seeks returns of at least 15%-20% on its investments. The firm was founded in 2016 and is based in Hamilton, Bermuda.",Conglomerates,-0.03,0.19850999,26946000896.0
BDMXF,Budimex SA,192.31,4909692928.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"Budimex SA, together with its subsidiaries, operates as a construction company in Poland, Germany, Slovakia, Czechia, Latvia, rest of the European Union, and internationally. It operates through Construction Business and Service Activities segments. The company carries out road, bridge, and hydraulic engineering construction projects; general contracting of public buildings, as well as commercial, industrial, military, residential, and sports facilities; railroad projects with infrastructure facilities, such as platforms, stations, and overpasses, including railroad lines; and railroad construction comprising equipment and transportation services, as well as installation of railroad superstructure, turnouts, and welding services. It also constructs gas and steam units, gas transmission pipelines, and thermal waste conversion installations; installs water treatment stations and flue gas desulfurization or denitrification; and provides laboratory and technological facilities. In addition, the company offers waste management services, such as collecting and transporting waste, and managing waste processing facilities and landfills; road infrastructure maintenance and lighting infrastructure management; technical building maintenance, which include fit-out, landscaping, cleaning and maintenance of green areas, and administrative and security services; and renewable energy production services. Further, it develops electromobility infrastructure; recycles construction materials; an",Engineering & Construction,0.186,0.14817001,
BZZUF,Buzzi S.p.A.,48.0,8472559104.0,,Basic Materials,,otc,shelter,22,20,42,,,,Building Materials,"Buzzi S.p.A., together with its subsidiaries, manufactures, distributes, and sells cement, ready-mix concrete, and natural aggregates. It has operations primarily in Italy, United States of America, Germany, Luxembourg, Netherlands, United Arab Emirates, Poland, Czech Republic and Slovakia, Brazil, Russia, Algeria, Slovenia, and Mexico. The company was formerly known as Buzzi Unicem S.p.A. and changed its name to Buzzi S.p.A. in May 2023. The company was founded in 1872 and is headquartered in Casale Monferrato, Italy.",Building Materials,0.001,0.426,4529731072.0
CXMSF,"CEMEX, S.A.B. de C.V.",1.1,15872478208.0,,Basic Materials,,otc,shelter,22,20,42,,,,Building Materials,"CEMEX, S.A.B. de C.V., together with its subsidiaries, engages in the production, marketing, distribution, and sale of cement, ready-mix concrete, aggregates, urbanization solutions, and other construction materials and services worldwide. It offers gray ordinary portland, white portland, and blended cement products; masonry or mortar products; standard ready-mix, architectural and decorative, rapid-setting, fiber-reinforced, fluid-fill, roller-compacted, self-consolidating, pervious, and antibacterial, and other concrete products; aggregate products, including crushed stone and manufactured sand, gravel, sand, and recycled concrete; and vertua products. The company also provides urbanization solutions for construction chemicals, mortars, concrete products, and asphalt businesses, as well as municipal and industrial waste management solutions; and construction, demolition, and excavation waste solutions. CEMEX, S.A.B. de C.V. was founded in 1906 and is based in San Pedro Garza García, Mexico.",Building Materials,0.122,0.32968,17037756416.0
CX,Cemex S.A.B. de C.V. Sponsored ADR,11.0,16675077265.0,Mexico,Industrials,Building Materials,exchange,shelter,22,20,42,,,,Building Materials,"CEMEX, S.A.B. de C.V., together with its subsidiaries, engages in the production, marketing, distribution, and sale of cement, ready-mix concrete, aggregates, urbanization solutions, and other construction materials and services worldwide. It offers gray ordinary portland, white portland, and blended cement products; masonry or mortar products; standard ready-mix, architectural and decorative, rapid-setting, fiber-reinforced, fluid-fill, roller-compacted, self-consolidating, pervious, and antibacterial, and other concrete products; aggregate products, including crushed stone and manufactured sand, gravel, sand, and recycled concrete; and vertua products. The company also provides urbanization solutions for construction chemicals, mortars, concrete products, and asphalt businesses, as well as municipal and industrial waste management solutions; and construction, demolition, and excavation waste solutions. CEMEX, S.A.B. de C.V. was founded in 1906 and is based in San Pedro Garza García, Mexico.",Building Materials,0.122,0.32968,17037756416.0
CCS,Century Communities Inc. Common Stock,70.31,1999117184.0,United States,Consumer Discretionary,Homebuilding,exchange,shelter,24,18,42,,,,Real Estate - Development,"Century Communities, Inc., together with its subsidiaries, engages in the design, development, construction, marketing, and sale of single-family attached and detached homes. It is also involved in the entitlement and development of the underlying land; and provision of mortgage, title, and insurance services to its homebuyers. The company offers homes under the Century Communities and Century Complete brands. It sells homes through its sales representatives, retail studios, and internet, as well as through independent real estate brokers in 18 states in the United States. Century Communities, Inc. was founded in 2002 and is headquartered in Greenwood Village, Colorado.",Real Estate - Development,-0.073,0.17865999,3930758912.0
FIX,Comfort Systems USA Inc. Common Stock,1561.96,54972129280.0,United States,Industrials,Engineering & Construction,exchange,shelter,22,20,42,,,,Engineering & Construction,"Comfort Systems USA, Inc., together with its subsidiaries, provides mechanical and electrical installation, renovation, maintenance, repair, and replacement services for the mechanical and electrical services industry in the United States. The company operates through two segments: Mechanical and Electrical. It offers heating, ventilation, and air conditioning systems, as well as plumbing, electrical, piping and controls, off-site construction, monitoring, and fire protection. The company is also involved in the design, engineering, integration, installation, and start-up of mechanical, electrical, and plumbing (MEP) and related systems in new buildings; and renovation, expansion, maintenance, monitoring, repair, and replacement of systems in existing buildings. In addition, it provides remote monitoring of power usage, temperature, pressure, humidity and air flow for MEP and other building systems. The company serves building owners and developers, general contractors, architects, consulting engineers, and property managers in the commercial, industrial, and institutional markets. Comfort Systems USA, Inc. was founded in 1917 and is headquartered in Houston, Texas.",Engineering & Construction,0.01,0.25661,11228023808.0
CMSYF,COMSYS Holdings Corporation,25.0,2869603328.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"COMSYS Holdings Corporation, together with its subsidiaries, engages in information and communication construction, electrical equipment construction, and information processing-related businesses in Japan. The company constructs equipment comprising communication cables, including optical fiber and metal; utility poles for communication and underground pipes; and undertake construction for the establishment of telephone and internet access services. It also provides mobile services; wiring work for communication devices and information processing devices in communication stations; and construct equipment, such as power systems for supplying power. In addition, the company build server storage, networks, and cloud systems; constructs large-scale infrastructure systems for government agencies and building; and provides system development, as well as operation, monitoring, and maintenance services. Further, it constructs pole-free infrastructure, water and sewage, and river improvement, electricity, air-conditioning and sanitation parts of buildings, road lighting, telecommunications equipment, power distribution equipment, solar power generation, and grid storage plants; and undertake civil engineering projects, such as paving and gas conduit construction. COMSYS Holdings Corporation was incorporated in 2003 and is headquartered in Shinagawa, Japan.",Engineering & Construction,0.086,0.14884,641719009280.0
CMZOF,"Corporación Moctezuma, S.A.B. de C.V.",5.21,4421157376.0,,Basic Materials,,otc,shelter,22,20,42,,,,Building Materials,"Corporación Moctezuma, S.A.B. de C.V., together with its subsidiaries, engages in the production, distribution, and sale of Portland cement, mortar, white cement, ready-mixed concrete, and aggregates in Mexico. The company offers composite Portland cement, Portland composite cement, and masonry cement. It also provides structural, conventional, exposed, colored, high strength, ultra-accelerated structural, antibacterial, permeable, self-compacting, self-sealing, self-healing, long life, air intake, lightweight, heavy, flowable fill, marine, and durable concrete; MR with fiber; concrete mortar; and shotcrete. In addition, the company provides various services comprising quality control laboratory, concrete pumping, construction site plants or mobile plants, and calibration laboratory services. It sells its products under the Moctezuma brands. Corporación Moctezuma, S.A.B. de C.V. was founded in 1943 and is based in Mexico City, Mexico. Corporación Moctezuma, S.A.B. de C.V. operates as a subsidiary of Fresit B.V.",Building Materials,0.197,0.65153,22163884032.0
CRH,CRH PLC Ordinary Shares,96.2,64000364544.0,Ireland,Industrials,Building Materials,exchange,shelter,22,20,42,,,,Building Materials,"CRH plc, together with its subsidiaries, provides building materials solutions in Ireland, the United States, the United Kingdom, rest of Europe, and internationally. It operates through three segments: Americas Materials Solutions, Americas Building Solutions, and International Solutions. The company offers building materials for the construction and maintenance of public infrastructure, and commercial and residential buildings, as well as construction and renovation of transportation infrastructure, critical utility networks, commercial and residential buildings, and outdoor living spaces; paving and construction services; and produces and sells aggregates, cementitious materials, ready mixed concrete and mortars, and asphalt. It also manufactures, supplies, and delivers building products for the built environment in communities in North America; and provides building and infrastructure solutions for complex critical utility infrastructure, such as water, energy, transportation, and telecommunications projects, and outdoor living solutions for private and public spaces. In addition, the company produces and supplies precast and pre-stressed concrete products comprising vaults, pipes, and manholes; and concrete and polymer-based products, such as underground vaults, drainage systems, enclosures, and modular precast structures for applications in transportation, water, energy, and telecommunications markets. Further, it provides crushed stone, sand, and gravel; granite, limes",Building Materials,0.056,0.3625,38632001536.0
NWSZF,CTF Services Limited,1.0,4565157376.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"CTF Services Limited is a conglomerate company with a diversified portfolio of businesses in toll roads, insurance, logistics, construction, and facilities management primarily in Hong Kong and the Mainland. It engages in the operation of toll roads; investment and management of various logistics projects; and management and operation of venues for exhibitions, conventions, meetings, entertainment events, banquets and catering events, etc., as well as a hospital and sports park. The company also offers general contracting, construction management, and civil engineering and foundation works services for the residential, commercial, governmental, and institutional sectors; and diversified insurance and financial planning products and services, including life insurance, medical insurance, critical illness insurance, personal accident insurance, saving insurance plans, annuities, and investment-linked assurance schemes for individuals and institutions, as well as employee benefit solutions. In addition, it engages in the piling and ground investigation activities; and Electrical and mechanical engineering activities. Further, the company provides property investment, agency, and management and consultancy services; financial, bond issuing, and catering services; and carpark, commercial complex, and hotel management services. The company was formerly known as Pacific Ports Co Limited and changed its name to NWS Holdings Limited in January 2003. CTF Services Limited was incorporate",Engineering & Construction,0.059,0.15837,25002399744.0
DEMGF,DEME Group NV,181.01,4561086464.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction,"DEME Group NV, together with its subsidiaries, provides marine solutions in Belgium, Europe, Africa, the United States, Asia, and the Middle East. It operates through four segments: Offshore Energy, Dredging & Infra, Environmental, and Concessions. The Offshore Energy segment provides engineering and contracting services, such as engineering, procurement, construction, and installation of foundations, turbines, inter-array cables, export cables and substations; operations and maintenance, logistics, repair and decommissioning, as well as salvage services; and specialized offshore services, including geoscience services and the installation of suction pile anchors and foundations. The Dredging & Infra segment undertakes capital and maintenance dredging, land reclamation, soil improvement, port construction, coastal protection, and beach nourishment works. This segment also offers engineering, design and construction of complex marine structures, such as jetties, port terminals, locks, and weirs; infrastructural works comprising bored and immersed tunnels; foundation and marine works; and civil works for harbor construction, dams and sea defenses, canal construction, revetment, quay wall construction, and shore protection, as well as maritime services for port terminals. The Environmental segment provides environmental solutions for soil remediation and brownfield redevelopment, environmental dredging, and sediment and water treatment. The Concessions segment invests in and dev",Engineering & Construction,-0.067,0.39207,4154733056.0
DFH,Dream Finders Homes Inc. Class A Common Stock,15.31,1386092672.0,United States,Consumer Discretionary,Homebuilding,exchange,shelter,24,18,42,,,,Residential Construction,"Dream Finders Homes, Inc., through its subsidiary, Dream Finders Homes LLC, engages in the homebuilding business in the United States. It operates through four segments: Southeast, Mid-Atlantic, Midwest, and Financial Services. The company designs, builds, constructs, and sells single-family homes, such as entry-level, first and second time move-up, and active adult and custom homes. It markets its homes under various brands, including Dream Finders Homes, DF Luxury, Reverie Active Adult Lifestyle by Dream Finders Homes, Craft Homes and Coventry Homes. The company also provides insurance agency services, including closing, escrow, and title insurance, as well as mortgage banking solutions. It sells its homes through its sales representatives and independent real estate brokers. The company was founded in 2008 and is headquartered in Jacksonville, Florida.",Residential Construction,-0.076,0.1998,4133734912.0
