ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry
VCRE,Vicore Pharma Holding AB American Depositary Shares,11.52,324317504.0,Sweden,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,,Biotechnology
VCCTF,Victoria PLC,0.79,91432904.0,,Consumer Cyclical,,otc,shelter,10,12,22,,,,"Furnishings, Fixtures & Appliances"
VITFF,Victoria Gold Corp.,0.0004,27090.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VSXY,Victorias Secret & Co. Common Stock ,87.36,6944396659.0,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,exchange,clothing,5,20,25,,,,
VCTR,Victory Capital Holdings Inc. Class A Common Stock,115.34,7094514034.0,United States,Finance,Investment Managers,exchange,finance,2,20,22,,,,
VGTHY,"Victory Giant Technology (HuiZhou) Co., Ltd./ADR",,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VYEY,"Victory Oilfield Tech, Inc.",0.0002,106140.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
VSQTF,Victory Square Technologies Inc.,0.4629,48244028.0,,Healthcare,,otc,health,22,9,31,,,,Health Information Services
VTXPF,Victrex plc,10.945,953596480.0,,Basic Materials,,otc,infrastructure,16,18,34,,,,Specialty Chemicals
VICT,"Victura Construction Group, Inc.",1e-05,2308.0,,,,otc,shelter,18,0,18,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VIDA,VIDA Global Inc. Class A Common Stock,2.54,50823708.0,,Technology,Computer Software: Prepackaged Software,exchange,software,12,12,24,desc,,,Software - Application
VTEPF,Videndum Plc,6.34,255464704.0,,Technology,,otc,discretionary,8,15,23,,,,Consumer Electronics
VIDE,Video Display Corporation,0.0001,587.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
NIHK,"Video River Networks, Inc.",0.003000000026077,,,,,sec_only,infrastructure,15,0,15,,reject,sub-5-cent stock - chronic dilution profile,
VCTY,"Videolocity International, Inc.",2e-05,3181.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VDRFF,"Vidrala, S.A.",89.69,3077591552.0,,Consumer Cyclical,,otc,infrastructure,14,20,34,,,,Packaging & Containers
VIFI,"Vie Financial Group, Inc.",2e-05,422784.0,,,,otc,finance,4,0,4,,reject,market cap $0.4M < $10M - fails survivability prior (shell/nano-cap),
VMD,Viemed Healthcare Inc. Common Shares,9.1,346602875.0,United States,Health Care,Misc Health and Biotechnology Services,exchange,health,18,15,33,,,,
VNRFY,Vienna Insurance Group AG,14.968,9808082944.0,,,,otc,finance,4,20,24,,,,
VNMHF,VietNam Holding Limited,4.85,89588368.0,,Financial Services,,otc,finance,2,12,14,,,,Asset Management
VCST,"ViewCast.com, Inc.",0.0002,12477.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VRAYQ,"ViewRay Systems, Inc.",0.0001,18340.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VIEWF,"Viewtran Group, Inc.",0.0001,2674.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VACI,Viking Acquisition Corp. I Class A Ordinary Shares,10.24,0.0,,Telecommunications,Telecommunications Equipment,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
VII,Viking Acquisition Corp. II Class A Ordinary Shares,9.84,0.0,,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
VKGLF,Viking Line Abp,21.85,377568000.0,,Industrials,,otc,transport,16,15,31,commodity,,,Marine Shipping
VIK,Viking Holdings Ltd Ordinary Shares,92.23,41193435136.0,United States,Consumer Discretionary,Marine Transportation,exchange,transport,16,20,36,commodity,,,Travel Services
VKTX,Viking Therapeutics Inc. Common Stock,34.17,3986030592.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,,Biotechnology
VFF,Village Farms International Inc. Common Shares,2.88,352184544.0,Canada,Consumer Staples,Farming/Seeds/Milling,exchange,food,27,15,42,,,,Farm Products
VLGEA,Village Super Market Inc. Class A Common Stock,44.11,653246656.0,United States,Consumer Staples,Food Chains,exchange,food,22,18,40,,,,Grocery Stores
VIMGF,Vimian Group AB (publ),2.77,1462777088.0,,Healthcare,,otc,health,26,18,44,,,,Diagnostics & Research
VCVOF,VinaCapital Vietnam Opportunity Fund Limited,6.25,,,,,otc,finance,4,0,4,,reject,OTC with no market cap data - dark/non-reporting,
VNCE,Vince Holding Corp. Common Stock,6.13,78753912.0,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,exchange,clothing,5,12,17,,,,
VCISF,Vinci SA,140.9,78042636288.0,,Industrials,,otc,shelter,22,20,42,,,,Engineering & Construction
VINP,Vinci Compass Investments Ltd. Class A Common Shares,9.64,630669025.0,Brazil,Finance,Investment Managers,exchange,finance,2,18,20,,,,
BBIG,"Vinco Ventures, Inc.",0.01,130000.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
VINS,Vindicator Silver Lead Mining Co.,0.0599,598648.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.6M < $10M - fails survivability prior (shell/nano-cap),
VHCP,Vine Hill Capital Investment Corp. II Class A Ordinary Shares,10.05,0.0,United States,,,exchange,finance,4,2,6,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VFS,VinFast Auto Ltd. Ordinary Shares,3.13,7322748416.0,Singapore,Industrials,Auto Manufacturing,exchange,transport,20,20,40,,,,Auto Manufacturers
VNTEF,"Vinte Viviendas Integrales, S.A.B. de C.V.",1.7,466556000.0,,Real Estate,,otc,shelter,10,15,25,,,,Real Estate - Development
JAXAF,Vinyl Group Ltd,0.05,74158808.0,,Technology,,otc,software,12,6,18,desc,,,Software - Application
VIOT,Viomi Technology Co. Ltd American Depositary Shares,0.7619,47587220.0,China,Consumer Discretionary,Consumer Electronics/Appliances,exchange,discretionary,8,9,17,,,,
VIPK,"VIP ComLink, Inc.",0.0001,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
VETIF,VIP Entertainment Technologies Inc.,0.03,1167937.0,,,,otc,discretionary,4,0,4,,reject,market cap $1.2M < $10M - fails survivability prior (shell/nano-cap),
VIPZ,"VIP Play, Inc.",,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VNOM,Viper Energy Inc. Class A Common Stock,44.07,15829718935.0,United States,Energy,Oil & Gas Production,exchange,energy,8,20,28,commodity,,,
VIPV,VIPR Corp.,3e-05,10.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,14.16,6800630846.0,China,Consumer Discretionary,Catalog/Specialty Distribution,exchange,retail,5,20,25,,,,
VQSSF,VIQ Solutions Inc.,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VIR,Vir Biotechnology Inc. Common Stock,10.71,1812302848.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,18,38,binary-science-risk,,,Biotechnology
VRAX,Virax Biolabs Group Limited Ordinary Shares,2.91,2319235.0,United Kingdom,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,exchange,health,26,2,28,,reject,market cap $2.3M < $10M - fails survivability prior (shell/nano-cap),
VRBCF,Virbac SA,383.25,3212257280.0,,Healthcare,,otc,health,20,20,40,,,,Drug Manufacturers - General
VIRC,Virco Manufacturing Corporation Common Stock,5.97,93905372.0,United States,Consumer Discretionary,Industrial Specialties,exchange,infrastructure,16,12,28,,,,
VREOF,Vireo Growth Inc.,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
SPCE,Virgin Galactic Holdings Inc. Common Stock,2.97,450239832.0,United States,Consumer Discretionary,Transportation Services,exchange,transport,18,15,33,,,,
VABK,Virginia National Bankshares Corporation Common Stock,46.97,254825496.0,United States,Finance,Major Banks,exchange,finance,5,15,20,,,,
VIRMF,Viridian Metals Inc.,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VRDN,Viridian Therapeutics Inc. Common Stock,24.18,2739407104.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,,Biotechnology
VIRDY,Viridien Société anonyme,100.45,725198528.0,,Energy,,otc,energy,10,18,28,commodity,,,Oil & Gas Equipment & Services
VMMNF,Viridis Mining and Minerals Limited,2.5,325564224.0,,Basic Materials,,otc,materials,8,15,23,commodity,,,Other Industrial Metals & Mining
VHC,VirnetX Holding Corp Common Stock,12.79,53930736.0,United States,Miscellaneous,Multi-Sector Companies,exchange,software:infrastructure,16,12,28,desc,,,Software - Infrastructure
VPRO,Viropro Inc.,2e-05,18321.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VRPX,"Virpax Pharmaceuticals, Inc.",0.0002,248.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VTSI,VirTra Inc. Common Stock,3.09,34977638.0,United States,Consumer Discretionary,Miscellaneous manufacturing industries,exchange,infrastructure,12,9,21,,,,
VIRT,Virtu Financial Inc. Class A Common Stock,65.2,10119054800.0,United States,Finance,Investment Bankers/Brokers/Service,exchange,finance,3,20,23,,,,
VRED,"Virtual Ed Link, Inc.",0.0001,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
VRVR,Virtual Interactive Technologies Corp.,0.0003,2475.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
QEBR,"Virtual Medical International, Inc.",0.0004,376435.0,,,,otc,health,20,0,20,,reject,market cap $0.4M < $10M - fails survivability prior (shell/nano-cap),
VTIX,Virtuix Holdings Inc. Class A Common Stock,1.21,41105332.0,United States,Technology,Computer peripheral equipment,exchange,infrastructure,14,9,23,,,,
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,25.89,889087765.0,,Finance,Finance/Investors Services,exchange,finance,3,18,21,,,,
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,16.64,1503816188.0,United States,Finance,Finance Companies,exchange,finance,4,18,22,,,,
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,15.57,1185122212.0,United States,Finance,Finance Companies,exchange,finance,4,18,22,,,,
ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,26.56,275240058.0,United States,Finance,Finance/Investors Services,exchange,finance,3,15,18,,,,
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,15.64,0.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,2,6,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,25.9,717662194.0,United States,Finance,Investment Managers,exchange,finance,2,18,20,,,,
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,7.29,0.0,United States,Finance,Investment Managers,exchange,finance,2,2,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VRTS,Virtus Investment Partners Inc. Common Stock,166.26,1101088439.0,United States,Finance,Investment Managers,exchange,finance,2,18,20,,,,
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,5.18,0.0,United States,Finance,Investment Managers,exchange,finance,2,2,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
ZTR,Virtus Total Return Fund Inc.,6.79,0.0,United States,Finance,Investment Managers,exchange,finance,2,2,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
V,Visa Inc.,384.84,718514487296.0,United States,Consumer Discretionary,Business Services,exchange,finance,4,20,24,,,,Credit Services
VSCFF,"Viscofan, S.A.",64.85,2947462400.0,,Consumer Cyclical,,otc,infrastructure,14,20,34,,,,Packaging & Containers
VSYS,"Viscount Systems, Inc.",0.0002,26059.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VSH,Vishay Intertechnology Inc. Common Stock,31.31,4802301440.0,United States,Technology,Electrical Products,exchange,energy,24,20,44,,,,Semiconductors
VPG,Vishay Precision Group Inc. Common Stock,64.45,857249408.0,United States,Technology,Electrical Products,exchange,energy,24,18,42,,,,Scientific & Technical Instruments
VGMIF,Visible Gold Mines Inc.,0.004,148620.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
VPSN,"Vision Airships, Inc.",1e-05,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
VMAR,Vision Marine Technologies Inc. Common Shares,0.7182,4690176.0,Canada,Industrials,Marine Transportation,exchange,transport,16,2,18,commodity,reject,market cap $4.7M < $10M - fails survivability prior (shell/nano-cap),
VSTCQ,Vision Technology Corp.,0.0001,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
VISIF,"Visional, Inc.",46.0,1850093568.0,,Communication Services,,otc,media,4,18,22,,,,Internet Content & Information
GVHGF,Visionary Holdings Inc.,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VCGMF,Visionary Copper & Gold Mines Inc.,1.1,25928374.0,,Basic Materials,,sec_only,materials,8,9,17,commodity,,,Other Industrial Metals & Mining
VIZNF,Visionary Metals Corp.,0.1575,6917348.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $6.9M < $10M - fails survivability prior (shell/nano-cap),
VIZG,VisionGlobal Corporation,0.0002,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
VSSSF,Visionstate Corp.,0.0042,3779464.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.8M < $10M - fails survivability prior (shell/nano-cap),
VSA,VisionSys AI Inc. American Depositary Shares,3.38,9440124.0,China,Real Estate,Other Consumer Services,exchange,services,6,2,8,,reject,market cap $9.4M < $10M - fails survivability prior (shell/nano-cap),
VWAV,VisionWave Holdings Inc. Common Stock,1.08,32620514.0,United States,Technology,Computer Software: Prepackaged Software,exchange,transport,8,9,17,defense-mix,,,Aerospace & Defense
VIIQ,VisitIQ Corp.,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VISM,"VISIUM TECHNOLOGIES, INC.",,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VISK,"Viskase Holdings, Inc.",,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VISL,"Vislink Technologies, Inc.",3.15,7810381.0,,Technology,,sec_only,infrastructure,20,2,22,,reject,market cap < $10M - fails survivability prior,Communication Equipment
VSOGF,"Vista Energy, S.A.B. de C.V.",70.0,7743218688.0,,Energy,,otc,energy,20,20,40,,,,Oil & Gas E&P
VIST,Vista Energy S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,68.39,7612997123.0,Mexico,Energy,Oil & Gas Production,exchange,energy,8,20,28,commodity,,,
VGZ,Vista Gold Corp Common Stock,2.37,345952090.0,United States,Basic Materials,Precious Metals,exchange,materials,3,15,18,no-durable-need,,,
VGLIF,Vista Group International Limited,1.25,299110880.0,,Technology,,otc,software,12,15,27,desc,,,Software - Application
VTGN,Vistagen Therapeutics Inc. Common Stock,0.2484,11023225.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,5,25,binary-science-risk,,,
VISN,Vistance Networks Inc. Common Stock,11.04,2546115588.0,United States,Technology,Radio And Television Broadcasting And Communications Equipment,exchange,infrastructure,15,20,35,,,,
VC,Visteon Corporation Common Stock,103.58,2765112576.0,United States,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,20,40,,,,Auto Parts
VST,Vistra Corp. Common Stock,139.03,46663360512.0,United States,Utilities,Electric Utilities: Central,exchange,energy,22,20,42,utility-slow-growth,,,Utilities - Independent Power Producers
BVHMF,Vistry Group PLC,4.226,1342141184.0,,Consumer Cyclical,,otc,shelter,24,18,42,,,,Residential Construction
COCO,The Vita Coco Company Inc. Common Stock,63.57,3731190167.0,United States,Consumer Staples,Beverages (Production/Distribution),exchange,food,14,20,34,alcohol-mix,,,
VMSI,"Vita Mobile Systems, Inc.",0.0001,115637.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
SNYXF,Vital Energy Inc.,0.07,5788998.0,,,,otc,energy,20,0,20,,reject,market cap $5.8M < $10M - fails survivability prior (shell/nano-cap),
VITL,Vital Farms Inc. Common Stock,11.11,476969184.0,United States,Consumer Staples,Packaged Foods,exchange,food,26,15,41,,,,Farm Products
VTHPF,Vital Healthcare Property Trust,0.85,686058048.0,,Real Estate,,otc,health,20,18,38,,,,REIT - Healthcare Facilities
NWHUF,Vital Infrastructure Property Trust,3.9,975072256.0,,Real Estate,,otc,shelter,18,18,36,,,,REIT - Healthcare Facilities
VKSKF,"Vital KSK Holdings, Inc.",9.2,440060672.0,,Healthcare,,otc,health,22,15,37,,,,Medical Distribution
VTMXF,Vital Metals Limited,0.072,17847334.0,,,,otc,unknown,8,0,8,enrich-if-viable,,,
VPRIF,Vitality Products Inc.,0.0025,103528.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
VTMB,"Vitamin Blue, Inc.",0.0001,165340.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.2M < $10M - fails survivability prior (shell/nano-cap),
VNOV,VitaNova Life Sciences Corp,,,,,,sec_only,health,20,0,20,,reject,no active trading market (no price data on any venue),
VHLUF,Vitasora Health Limited,0.00303,7091494.0,,,,otc,health,20,0,20,,reject,market cap $7.1M < $10M - fails survivability prior (shell/nano-cap),
VTSYF,Vitasoy International Holdings Limited,0.82,834177024.0,,Consumer Defensive,,otc,food,26,18,44,,,,Packaged Foods
VSBC,VITASPRING BIOMEDICAL CO. LTD.,,,,,,sec_only,health,20,0,20,,reject,no active trading market (no price data on any venue),
VTS,Vitesse Energy Inc. Common Stock,16.99,715352346.0,United States,Energy,Oil & Gas Production,exchange,energy,8,18,26,commodity,,,
VCIGF,Vitreous Glass Inc.,5.0927,32369456.0,,Industrials,,otc,water,25,9,34,,,,Waste Management
VTRLY,Vitrolife AB (publ),9.5,1286748288.0,,Healthcare,,otc,health,26,18,44,,,,Medical Devices
VBIZF,Viva Biotech Holdings,0.1917,395622368.0,,,,otc,health,20,15,35,,,,
OTTV,Viva Entertainment Group Inc.,0.0001,84636.0,,,,otc,discretionary,4,0,4,,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
VAUCF,Viva Gold Corp.,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VVCHF,Viva Goods Company Limited,0.0336,334608096.0,,,,otc,unknown,8,9,17,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
VIVK,Vivakor Inc. Common Stock,0.8648,7077200.0,United States,Utilities,Environmental Services,exchange,water,25,2,27,,reject,market cap $7.1M < $10M - fails survivability prior (shell/nano-cap),
VANI,Vivani Medical Inc. Common Stock (DE),1.42,128088768.0,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,exchange,health,25,15,40,,,,Biotechnology
VVVNF,Vivendi SE,1.96,1952497152.0,,Communication Services,,otc,discretionary,2,18,20,,,,Electronic Gaming & Multimedia
VIVE,"Viveve Medical, Inc.",0.0002,2144.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VIVC,VIVIC CORP.,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VCII,"ViviCells International, Inc.",0.0001,23387.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
SEAT,Vivid Seats Inc. Class A Common Stock,7.285,85323064.0,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,exchange,discretionary,3,12,15,gambling-risk,,,
VMRK,Vivmark Residential Common Shares of Beneficial Interest,67.62,53250750000.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,,
VIVO,VivoPower PLC Class A Ordinary Shares,4.17,128119432.0,United Kingdom,Utilities,Power Generation,exchange,energy,25,15,40,,,,Software - Infrastructure
RDGL,VIVOS INC,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VVOS,Vivos Therapeutics Inc. Common Stock,0.2652,5335300.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,2,28,,reject,market cap $5.3M < $10M - fails survivability prior (shell/nano-cap),
VIVS,VivoSim Labs Inc. Common Stock,0.2916,4836622.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,2,22,binary-science-risk,reject,market cap $4.8M < $10M - fails survivability prior (shell/nano-cap),
VIZC,"VizConnect, Inc.",0.00016,1115943.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $1.1M < $10M - fails survivability prior (shell/nano-cap),
VCUFF,Vizsla Copper Corp.,1.09,97523880.0,,Basic Materials,,sec_only,materials,12,12,24,commodity,,,Copper
VZLA,Vizsla Silver Corp. Common Shares,4.04,1428283153.0,Canada,Basic Materials,Precious Metals,exchange,materials,3,18,21,no-durable-need,,,
VRSYF,"VMS Rehab Systems, Inc.",0.0001,11154.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VNET,VNET Group Inc. American Depositary Shares,6.775,1928785920.0,China,Technology,Computer Software: Programming Data Processing,exchange,software,10,18,28,desc,,,Information Technology Services
RDCT,"VNUE, Inc.",0.0143999997526407,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
VSTKF,VNV Global AB (publ),1.97,252173008.0,,Financial Services,,otc,finance,2,15,17,,,,Asset Management
VOC,VOC Energy Trust,3.31,,,Energy,,sec_only,energy,20,0,20,,reject,no market cap data - non-reporting/dark,Oil & Gas E&P
VHAI,Vocodia Holdings Corp,9.999999747378752e-05,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
VDMCY,Vodacom Group Limited,9.17,17714264064.0,,Communication Services,,otc,infrastructure,14,20,34,utility-slow-growth,,,Telecom Services
VOD,Vodafone Group Plc American Depositary Shares,16.13,37276471296.0,United Kingdom,Telecommunications,Telecommunications Equipment,exchange,infrastructure,20,20,40,,,,Telecom Services
VODPF,Vodafone Group Public Limited Company,1.55,35820539904.0,,Communication Services,,otc,infrastructure,14,20,34,utility-slow-growth,,,Telecom Services
VDKB,Vodka Brands Corp,0.0005,6478.0,,,,otc,discretionary,4,0,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
VLPNY,Voestalpine AG,10.28,8812561408.0,,Basic Materials,,otc,materials,10,20,30,commodity,,,Steel
VOGX,Vogenx Inc Common Stock,31.53,468380893.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,,
VSST,"Voice Assist, Inc.",0.0129,3884693.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.9M < $10M - fails survivability prior (shell/nano-cap),
VPLM,Voip-pal.com Inc,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
SOAR,Volato Group Inc. Class A Common Stock,0.1564,8388240.0,,Consumer Discretionary,Transportation Services,exchange,transport,18,2,20,,reject,market cap $8.4M < $10M - fails survivability prior (shell/nano-cap),
TAKOF,Volatus Aerospace Inc.,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
VLMZF,Volcanic Gold Mines Inc.,0.02,2023338.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $2.0M < $10M - fails survivability prior (shell/nano-cap),
VLXGF,Volex plc,8.6,1573996032.0,,Industrials,,otc,energy,24,18,42,,,,Electrical Equipment & Parts
VNRX,VolitionRX Limited Common Stock,0.3846,5249553.0,Singapore,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,exchange,health,26,2,28,,reject,market cap $5.2M < $10M - fails survivability prior (shell/nano-cap),
VLKAF,Volkswagen AG,89.0,45275865088.0,,Consumer Cyclical,,otc,transport,20,20,40,,,,Auto Manufacturers
VLTLF,Volt Lithium Corp.,0.553,119257088.0,,Basic Materials,,sec_only,materials,8,15,23,commodity,,,Other Industrial Metals & Mining
VLTRF,Volt Resources Limited,0.003,15738193.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
VLTMF,Voltage Metals Corp.,0.01,1106449.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $1.1M < $10M - fails survivability prior (shell/nano-cap),
VLTAF,Voltalia SA,8.54,1118253952.0,,Utilities,,otc,energy,24,18,42,,,,Utilities - Renewable
VLVOF,Volvo Car AB (publ.),2.05,6077566464.0,,Consumer Cyclical,,otc,transport,20,20,40,,,,Auto Manufacturers
VOLVF,AB Volvo (publ),39.0,79304630272.0,,Industrials,,otc,food,23,20,43,,,,Farm & Heavy Construction Machinery
VNNVF,Vonovia SE,24.0,20362455040.0,,Real Estate,,otc,shelter,8,20,28,,,,Real Estate Services
VNT,Vontier Corporation Common Stock ,33.39,4514328064.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Scientific & Technical Instruments
VONHF,Vontobel Holding AG,69.6169,3918620416.0,,Financial Services,,otc,finance,2,20,22,,,,Asset Management
VOR,Vor Biopharma Inc. Common Stock,24.01,1420486784.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,18,38,binary-science-risk,,,Biotechnology
VNORP,Vornado Realty Trust,82.0,,,,,otc,finance,4,0,4,,reject,OTC with no market cap data - dark/non-reporting,
VNO,Vornado Realty Trust Common Stock,39.94,7457618008.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,,
VTXB,Vortex Brands Co.,0.0001,398774.0,,,,otc,discretionary,4,0,4,,reject,market cap $0.4M < $10M - fails survivability prior (shell/nano-cap),
VOSSY,Vossloh AG,7.07,1365966208.0,,Industrials,,otc,transport,27,18,45,,,,Railroads
SSHPF,Vow ASA,0.2169,62990408.0,,Industrials,,otc,water,27,12,39,,,,Pollution & Treatment Controls
VOXR,Vox Royalty Corp. Common Stock,5.79,402377694.0,Canada,Basic Materials,Precious Metals,exchange,materials,3,15,18,no-durable-need,,,
VXTRQ,Voxtur Analytics Corp.,3e-05,23135.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
