ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason
UMICF,Umicore SA,27.5,6618352640.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
MRUHF,Umios Corporation,8.18,1236679424.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
UMSSF,UMS Integration Limited,0.944,837802880.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
ARMC,Un Monde International Ltd.,0.0002,1298.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UAA,Under Armour Inc. Class A Common Stock,5.12,2199273170.0,United States,Consumer Discretionary,Apparel,exchange,clothing,7,20,27,,,
UNDR,UnderSea Recovery Corporation,0.0021,3134460.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.1M < $10M - fails survivability prior (shell/nano-cap)
MMJJF,Underwood Capital Limited,0.0326,6603290.0,,,,otc,finance,4,0,4,,reject,market cap $6.6M < $10M - fails survivability prior (shell/nano-cap)
UNBSF,Uni-Bio Science Group Limited,0.004,23884914.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile
UFG,Uni-Fuels Holdings Limited Class A Ordinary Shares,0.5625,18261563.0,Singapore,Energy,Oil Refining/Marketing,exchange,energy,8,5,13,commodity,,
UPCHY,Uni-President China Holdings Ltd,96.3,4159518720.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
UNBLF,Unibail-Rodamco SE/ADR,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
URMCY,Unibail-Rodamco-Westfield SE,12.67,18304679936.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
UNJCF,"Unicaja Banco, S.A.",3.05,7833011200.0,,,,otc,finance,4,20,24,,,
UNICY,Unicharm Corporation,3.11,10703377408.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
UNCRY,UniCredit S.p.A.,49.34,147850018816.0,,,,otc,finance,4,20,24,,,
UNCY,Unicycive Therapeutics Inc. Common Stock,5.47,152368256.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,
UFI,Unifi Inc. New Common Stock,7.48,139032660.0,United States,Consumer Discretionary,Textiles,exchange,clothing,8,15,23,,,
UNF,Unifirst Corporation Common Stock,288.06,5209326874.0,United States,Consumer Discretionary,Other Consumer Services,exchange,services,6,20,26,,,
UGDIF,Unigold Inc.,0.1406,47635812.0,,,,otc,unknown,8,9,17,enrich-if-viable,,
UNLYF,Unilever PLC,62.0,133502394368.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
UL,Unilever PLC American Depositary Shares (each representing One Ordinary Share),65.15,142366121842.0,United Kingdom,Consumer Discretionary,Package Goods/Cosmetics,exchange,health-adjacent,10,20,30,,,
UNB,Union Bankshares Inc. Common Stock,23.76,117513824.0,United States,Finance,Major Banks,exchange,finance,5,15,20,,,
UEPCN,Union Electric Company,76.3,,,,,otc,energy,20,0,20,,reject,OTC with no market cap data - dark/non-reporting
UFCP,Union Financial Corporation,2.51,8266010.0,,,,otc,finance,4,2,6,,reject,market cap $8.3M < $10M - fails survivability prior (shell/nano-cap)
UNP,Union Pacific Corporation Common Stock,309.59,183919833426.0,United States,Industrials,Railroads,exchange,transport,27,20,47,,,
UNPRF,Uniper SE,54.795,22820765696.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
UFGSY,Unipol Assicurazioni S.p.A.,15.93,22850183168.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
UNIXY,UNIQA Insurance Group AG,18.35,5632812544.0,,,,otc,finance,4,20,24,,,
UFABQ,"Unique Fabricating, Inc.",0.0001,1173.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
QURE,uniQure N.V. Ordinary Shares,51.05,3541155333.0,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,
UNIR,"Uniroyal Global Engineered Products, Inc.",0.0004,1494.0,,,,otc,infrastructure,15,0,15,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
USSHF,Uniserve Communications Corporation,0.45,17970306.0,,,,otc,infrastructure,15,5,20,,,
MRFCF,UNISOL Holdings Corporation,13.35,321233312.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
UATCY,"Unisound AI Technology Co., Ltd./ADR",,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
USYNF,Unisync Corp.,0.882,16768786.0,,,,otc,unknown,8,5,13,enrich-if-viable,,
UIS,Unisys Corporation New Common Stock,2.69,196143919.0,United States,Technology,EDP Services,exchange,software,10,15,25,enrich,,
UTGPF,Unite Group PLC,6.35,3263040256.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
UAC,United Acquisition Corp. I Class A Ordinary Shares,9.95,0.0,,Finance,Blank Checks,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business
UAL,United Airlines Holdings Inc. Common Stock,117.41,38109380671.0,United States,Consumer Discretionary,Air Freight/Delivery Services,exchange,transport,18,20,38,,,
UAMA,"United American Corp, Inc.",0.0001,15107.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UAHC,United American Healthcare Corporation,0.0165,1931507.0,,,,otc,health,20,0,20,,reject,market cap $1.9M < $10M - fails survivability prior (shell/nano-cap)
UTDAY,United Arrows Ltd.,8.66,476057152.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
UBCP,United Bancorp Inc. Common Stock,16.0,91768288.0,United States,Finance,Major Banks,exchange,finance,5,12,17,,,
UBOH,UNITED BANCSHARES INC/OH,,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
UBSI,United Bankshares Inc. Common Stock,47.41,6457837991.0,United States,Finance,Major Banks,exchange,finance,5,20,25,,,
UCB,United Community Banks Inc. Common Stock,35.11,4233405910.0,United States,Finance,Major Banks,exchange,finance,5,20,25,,,
UCSO,United Consortium Ltd.,1e-05,837.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UCPLF,United Corporations Limited,10.81,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting
UNEGF,United Energy Group Limited,0.0735,1889469440.0,,,,otc,energy,20,12,32,,,
UETH,"United Ethanol, LLC.",25.0,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting
UFCS,United Fire Group Inc. Common Stock,53.51,1375498041.0,United States,Finance,Property-Casualty Insurers,exchange,finance,6,18,24,,,
UG,United-Guardian Inc. Common Stock,7.27,33400699.0,United States,Consumer Discretionary,Package Goods/Cosmetics,exchange,health-adjacent,10,9,19,,,
UNHRF,United Hampshire US Real Estate Investment Trust,0.51,316253824.0,,,,otc,finance,4,15,19,,,
UEEC,"United Health Products, Inc.",,,,,,sec_only,health,20,3,23,,check_price,no market data yet - verify trading exists
UDIRY,United Internet AG,27.21,4949849600.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
ULIHF,The United Laboratories International Holdings Limited,1.14,2246115072.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
USEA,United Maritime Corporation Common Stock,2.84,27088315.0,Greece,Consumer Discretionary,Marine Transportation,exchange,transport,16,9,25,commodity,,
UMC,United Microelectronics Corporation (NEW) Common Stock,19.6,49345572872.0,Taiwan,Technology,Semiconductors,exchange,infrastructure,22,20,42,,,
UNFI,United Natural Foods Inc. Common Stock,47.6,2880711064.0,United States,Consumer Discretionary,Food Distributors,exchange,food,24,20,44,,,
UOVEY,United Overseas Bank Limited,64.78,53472067584.0,,,,otc,finance,4,20,24,,,
UPS,United Parcel Service Inc. Common Stock,105.14,89451175531.0,United States,Industrials,Trucking Freight/Courier Services,exchange,transport,18,20,38,,,
PRKS,United Parks & Resorts Inc. Common Stock,43.72,1982322029.0,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,exchange,discretionary,3,18,21,gambling-risk,,
UPBMF,United Plantations Berhad,3.50667,2181771008.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
URAL,"United Rail, Inc.",0.0003,481.0,,,,otc,transport,18,0,18,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
URI,United Rentals Inc. Common Stock,1053.14,65550054865.0,United States,Consumer Discretionary,Diversified Commercial Services,exchange,services,8,20,28,enrich,,
URHG,"United Resource Holdings Group, Inc.",0.0001,19998.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
URYL,United Royale Holdings Corp.,0.0001,15104.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UNL,"United States 12 Month Natural Gas Fund, LP",,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
USL,"United States 12 Month Oil Fund, LP",,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
UAMY,United States Antimony Corporation Common Stock,5.2,778280797.0,United States,Industrials,Metal Fabrications,exchange,infrastructure,15,18,33,,,
BNO,"United States Brent Oil Fund, LP",,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
USCI,United States Commodity Index Funds Trust,,,,,,sec_only,unknown,0,3,3,,reject,closed-end fund/royalty trust - not an operating company
UGA,"United States Gasoline Fund, LP",,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
USLM,United States Lime & Minerals Inc. Common Stock,119.07,3415923382.0,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),exchange,materials,10,20,30,commodity,,
UNG,"United States Natural Gas Fund, LP",,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
USO,"United States Oil Fund, LP",,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
UTHR,United Therapeutics Corporation Common Stock,518.53,22240110523.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,
UUICF,United Urban Investment Corporation,1177.83,3769055744.0,,,,otc,finance,4,20,24,,,
UUGRY,United Utilities Group PLC,39.46,14656706560.0,,,,otc,energy,20,20,40,,,
UNH,UnitedHealth Group Incorporated Common Stock (DE),396.59,355977140372.0,United States,Health Care,Medical Specialities,exchange,health,25,20,45,,,
UNIT,Uniti Group Inc. Common Stock,10.1,2451523864.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,
UNIKF,Unitika Ltd.,10.175,586627904.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
UTL,UNITIL Corporation Common Stock,53.9,982956729.0,United States,Utilities,Power Generation,exchange,energy,25,18,43,,,
INHI,Unitrend Entertainment Group Ltd,,,,,,sec_only,discretionary,4,3,7,,check_price,no market data yet - verify trading exists
UTRX,Unitronix Corporation,0.009,484076.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.5M < $10M - fails survivability prior (shell/nano-cap)
UNTY,Unity Bancorp Inc. Common Stock,58.62,588695922.0,United States,Finance,Major Banks,exchange,finance,5,18,23,,,
U,Unity Software Inc. Common Stock,44.99,19799601096.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,20,32,enrich,,
UVCL,Univercell Holdings Inc.,1e-05,35865.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
DKGR,Universal Apparel & Textile Company,1e-05,139.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UVV,Universal Corporation Common Stock,45.89,1142626904.0,United States,Industrials,Farming/Seeds/Milling,exchange,food,27,18,45,,,
OLED,Universal Display Corporation Common Stock,89.38,4108515712.0,United States,Technology,Electrical Products,exchange,energy,24,20,44,,,
UEIC,Universal Electronics Inc. Common Stock,4.37,56307721.0,United States,Consumer Staples,Consumer Electronics/Appliances,exchange,discretionary,8,12,20,,,
UVSE,Universal Energy Corp.,5e-05,4041759.0,,,,otc,energy,20,0,20,,reject,market cap $4.0M < $10M - fails survivability prior (shell/nano-cap)
UETMF,Universal Entertainment Corporation,4.17,323136896.0,,,,otc,discretionary,4,15,19,,,
UGHB,Universal Global Hub Inc.,0.0001,4951.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UHT,Universal Health Realty Income Trust Common Stock,42.14,585690544.0,United States,Real Estate,Real Estate Investment Trusts,exchange,unknown,0,18,18,,reject,closed-end fund/royalty trust - not an operating company
UHS,Universal Health Services Inc. Common Stock,175.76,10358681876.0,United States,Health Care,Hospital/Nursing Management,exchange,health,18,20,38,,,
IBOGF,Universal Ibogaine Inc.,0.018,5631453.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $5.6M < $10M - fails survivability prior (shell/nano-cap)
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,43.29,1204776068.0,United States,Finance,Property-Casualty Insurers,exchange,finance,6,18,24,,,
ULH,Universal Logistics Holdings Inc. Common Stock,19.29,508634958.0,United States,Industrials,Trucking Freight/Courier Services,exchange,transport,18,18,36,,,
UFMG,Universal Mfg. Co.,0.0001,4488000.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $4.5M < $10M - fails survivability prior (shell/nano-cap)
UMGNF,Universal Music Group N.V.,17.29,31788132352.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
UPCO,Universal Potash Corp.,1e-05,289344.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.3M < $10M - fails survivability prior (shell/nano-cap)
UPIN,Universal Power Industry Corporation,0.0001,5617.0,,,,otc,energy,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UVRBY,Universal Robina Corporation,10.15,2163647232.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
UUU,Universal Safety Products Inc. Common Stock,5.7,17262239.0,United States,Technology,Electronic Components,exchange,infrastructure,20,5,25,,,
UVSS,"Universal Systems, Inc.",0.0001,28604.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UTI,Universal Technical Institute Inc Common Stock,22.51,1240193650.0,United States,Real Estate,Other Consumer Services,exchange,services,6,18,24,,,
UTKN,Universal Token,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
UTRK,"Universal Tracking Solutions, Inc.",0.0002,11424.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UPC,Universe Pharmaceuticals Inc. Class A Ordinary Shares,5.03,25272682.0,China,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,9,29,binary-science-risk,,
UNIB,UNIVERSITY BANCORP INC /DE/,,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
UVSP,Univest Financial Corporation Common Stock,41.51,1144877680.0,United States,Finance,Major Banks,exchange,finance,5,18,23,,,
BFCH,"UNLOCKD, Inc.",,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,21.73,3700906705.0,United States,Finance,Accident &Health Insurance,exchange,finance,6,20,26,,,
UNM,Unum Group Common Stock,89.69,14198536713.0,United States,Finance,Accident &Health Insurance,exchange,finance,6,20,26,,,
UMAC,Unusual Machines Inc. Common Stock,24.35,1216440897.0,United States,Technology,Radio And Television Broadcasting And Communications Equipment,exchange,infrastructure,15,18,33,,,
UOLGF,UOL Group Limited,7.89,6685932544.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
UOMO,UOMO Media Inc.,0.0001,2979.0,,,,otc,discretionary,4,0,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,5.465,976599112.0,China,Finance,Investment Bankers/Brokers/Service,exchange,finance,3,18,21,,,
UPYY,UPAY,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
UPBD,Upbound Group Inc. Common Stock,19.36,1128676481.0,United States,Consumer Discretionary,Diversified Commercial Services,exchange,services,8,18,26,enrich,,
UPDC,UPD Holding Corp.,0.0003,58494.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
UPXI,Upexi Inc. Common Stock,1.09,80063070.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,12,16,,,
UPHL,"UpHealth, Inc.",0.0003,5679.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UPLD,Upland Software Inc. Common Stock,4.71,13928370.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,5,17,enrich,,
UPMKF,UPM-Kymmene Oyj,28.51,15034008576.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
CEENQ,"UpSnap, Inc.",0.0006,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile
UPST,Upstart Holdings Inc. Common stock,30.58,2975832947.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,20,24,,,
UPB,Upstream Bio Inc. Common Stock,7.18,393256074.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,
UPX,Uptrend Holdings Ltd,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
UPWK,Upwork Inc. Common Stock,8.74,1091655410.0,United States,Technology,EDP Services,exchange,software,10,18,28,enrich,,
URG,Ur Energy Inc Common Shares (Canada),1.48,588838306.0,Canada,Basic Materials,Precious Metals,exchange,materials,3,18,21,no-durable-need,,
UEC,Uranium Energy Corp. Common Stock,13.27,6566956297.0,Canada,Basic Materials,Other Metals and Minerals,exchange,materials,8,20,28,commodity,,
UROY,Uranium Royalty Corp. Common Stock,4.43,648917506.0,Canada,Finance,Investment Bankers/Brokers/Service,exchange,finance,3,18,21,,,
URBF,Urban Barns Foods Inc.,1e-05,249.0,,,,otc,food,22,0,22,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UE,Urban Edge Properties Common Shares of Beneficial Interest,21.72,2742029802.0,United States,Finance,Real Estate,exchange,shelter,8,20,28,rent-extraction-risk,,
UONE,"URBAN ONE, INC.",,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
UONEK,Urban One Inc. Class D Common Stock,4.49,20721188.0,United States,Consumer Discretionary,Broadcasting,exchange,media,2,5,7,,,
URBN,Urban Outfitters Inc. Common Stock,75.78,6489426590.0,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,exchange,clothing,5,20,25,,,
URBT,Urban Television Network Corporation,0.0001,78916.0,,,,otc,infrastructure,15,0,15,,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
UBMRF,Urbanimmersive Inc.,0.0035,217010.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.2M < $10M - fails survivability prior (shell/nano-cap)
URGN,UroGen Pharma Ltd. Ordinary Shares,46.36,2266102947.0,Israel,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,
ULGX,"Urologix, Inc.",0.0001,2181.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
URSB,"URSB Bancorp, Inc.",,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
URZEF,URZ3 ENERGY CORP.,,,,,,sec_only,energy,20,3,23,,check_price,no market data yet - verify trading exists
ULIT,US Elemental Inc.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
USFD,US Foods Holding Corp. Common Stock,108.89,23556252427.0,United States,Consumer Discretionary,Food Distributors,exchange,food,24,20,44,,,
USGA,"US Global Nanospace, Inc.",2e-05,131198.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
USLG,"US Lighting Group, Inc.",0.0001,11232.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UMRRF,US Masters Residential Property Fund,0.194,133559552.0,,,,otc,finance,4,15,19,,,
UCLE,US Nuclear Corp.,0.028,1759023.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $1.8M < $10M - fails survivability prior (shell/nano-cap)
USAC,"USA Compression Partners, LP",,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
UPRM,"USA Performance Products, Inc",0.0002,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile
USAR,USA Rare Earth Inc. Class A Common Stock,19.41,4750017122.0,United States,Basic Materials,Metal Mining,exchange,materials,8,20,28,commodity,,
USTC,USA Real Estate Holding Company,0.0001,21816.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
USRI,"USA Recycling Industries, Inc.",0.0003,131369.0,,,,otc,infrastructure,22,0,22,,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
TDAY,USA TODAY Co. Inc. Common Stock,6.49,952848437.0,United States,Consumer Discretionary,Newspapers/Magazines,exchange,media,3,18,21,,,
USNA,USANA Health Sciences Inc. Common Stock,13.78,254606639.0,United States,Health Care, Medicinal Chemicals and Botanical Products ,exchange,health,20,15,35,,,
USBC,USBC Inc. Common Stock,0.5178,200981185.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,15,19,,,
USCB,USCB Financial Holdings Inc. Class A Common Stock,22.42,414197617.0,United States,Finance,Major Banks,exchange,finance,5,15,20,,,
USCS,USCorp,0.0001,990069.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $1.0M < $10M - fails survivability prior (shell/nano-cap)
USDP,USD Partners LP,0.0002,6754.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
USDC,USDATA Corp.,0.0012,3115152.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.1M < $10M - fails survivability prior (shell/nano-cap)
USHAF,Usha Resources Ltd.,0.0334,3072184.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.1M < $10M - fails survivability prior (shell/nano-cap)
UHOIF,Ushio Inc.,25.37,2013059200.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
USNZY,Usinas Siderúrgicas de Minas Gerais S.A.,1.4,1723319808.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
USIO,Usio Inc. Common Stock,2.94,83776517.0,United States,Finance,Investment Bankers/Brokers/Service,exchange,finance,3,12,15,,,
USSJY,"USS Co., Ltd.",25.8,5857122304.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
UTMD,Utah Medical Products Inc. Common Stock,70.96,225923725.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,15,41,,,
UTGN,UTG INC,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
UITA,"Utilicraft Aerospace Industries, Inc.",0.0001,37839.0,,,,otc,infrastructure,15,0,15,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
FXHO,UTime Limited Class A Ordinary Shares,9.35,245683695.0,China,Technology,Consumer Electronics/Appliances,exchange,discretionary,8,15,23,,,
UTSI,UTStarcom Holdings Corp. Ordinary Shares,2.3524,22333944.0,China,Telecommunications,Telecommunications Equipment,exchange,infrastructure,20,5,25,,,
UTZ,Utz Brands Inc Class A Common Stock ,14.25,2051461535.0,United States,Consumer Staples,Packaged Foods,exchange,food,26,20,46,,,
UVFT,"UV Flu Technologies, Inc.",0.0002,26832.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
UWHR,UWHARRIE CAPITAL CORP,,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
UWMC,UWM Holdings Corporation Class A Common Stock,1.51,2422360721.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,20,24,,,
UXIN,Uxin Limited ADS,1.18,259576708.0,China,Consumer Discretionary,Business Services,exchange,services,8,15,23,enrich,,
UYSC,UY Scuti Acquisition Corp. Ordinary Shares,10.84,0.0,United States,Finance,Blank Checks,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business
VGID,"V Group, Inc.",0.0001,378381.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.4M < $10M - fails survivability prior (shell/nano-cap)
VFC,V.F. Corporation Common Stock,13.85,5444913795.0,United States,Industrials,Garments and Clothing,exchange,clothing,7,20,27,,,
VCHYF,"V Technology Co., Ltd.",38.73,366251840.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
VTNMF,V Ten Metals Corp.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
VVX,V2X Inc. Common Stock,76.41,2395098805.0,United States,Consumer Discretionary,Diversified Commercial Services,exchange,services,8,20,28,enrich,,
EGY,VAALCO Energy Inc.  Common Stock,5.72,601696970.0,United States,Energy,Oil & Gas Production,exchange,energy,8,18,26,commodity,,
VCNX,"VACCINEX, INC.",,,,,,sec_only,health,20,3,23,,check_price,no market data yet - verify trading exists
VADP,Vado Corp.,0.0011,200741.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.2M < $10M - fails survivability prior (shell/nano-cap)
MTN,Vail Resorts Inc. Common Stock,147.84,5268060484.0,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,exchange,discretionary,3,20,23,gambling-risk,,
VAIAF,Vaisala Oyj,60.1,2189847296.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
VAL,Valaris Limited Common Shares,85.72,5952037376.0,United States,Energy,Oil & Gas Production,exchange,energy,8,20,28,commodity,,
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,15.33,65451655031.0,Brazil,Basic Materials,Metal Mining,exchange,materials,8,20,28,commodity,,
VLNWF,Valens Semiconductor Ltd.,0.0008,,,,,otc,infrastructure,15,0,15,,reject,sub-5-cent stock - chronic dilution profile
VLN,Valens Semiconductor Ltd. Ordinary Shares,1.81,190579787.0,,Technology,Semiconductors,exchange,infrastructure,22,15,37,,,
VLBI,"Valentine Beauty, Inc.",0.0001,10.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
VTMC,Valentine Mark Corporation,0.011,2367470.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $2.4M < $10M - fails survivability prior (shell/nano-cap)
VLEEY,Valeo SE,8.38,4048141824.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
VPHIF,Valeo Pharma Inc.,0.0001,9865.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
VLO,Valero Energy Corporation Common Stock,340.41,98013386999.0,United States,Energy,Integrated oil Companies,exchange,energy,8,20,28,commodity,,
VMXXF,VALHALLA METALS INC.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
VHI,Valhi Inc. Common Stock,17.99,509498262.0,United States,Basic Materials,Major Chemicals,exchange,infrastructure,12,18,30,commodity,,
