ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry,summary,y_ind,revGrowth,grossM,revenue,verdict,reason_r2,totalCash,totalDebt,freeCashflow,operatingCashflow,totalRevenue,revenueGrowth,grossMargins,operatingMargins,debtToEquity,sharesOutstanding,floatShares,fullTimeEmployees,earningsGrowth,r3_fin_score,r3_notes,r3_cut
TT,Trane Technologies plc,455.25,100165558272.0,Ireland,Industrials,Auto Parts:O.E.M.,exchange,transport,20,20,40,,,,Building Products & Equipment,"Trane Technologies plc designs, manufactures, sells, and services of solutions for heating, ventilation, air conditioning, and custom and transport refrigeration. It offers air conditioners, exchangers, and handlers; airside and terminal devices; air sourced heat pumps; chillers; coils and condensers; auxiliary power, cold storage, and condensing units; controls contracting and commissioning, decarbonization programs, and gensets; dehumidifiers; energy and water efficiency programs; energy recovery ventilators and power solutions; energy storage; furnaces; home automation; humidifiers; HVAC performance-monitoring products; and indoor air quality assessments and related products for HVAC and transport solutions. The company also provides asset management, building management, bus air purification, bus and rail HVAC, container refrigeration, control, ductless, geothermal, data center and multi-pipe HVAC, package heating and cooling, rail refrigeration, residential air filtration, self and vehicle powered truck refrigeration, temporary heating and cooling, truck refrigeration, unitary, variable refrigerant flow, and trailer refrigeration systems. In addition, it offers industrial process refrigeration, installation contracting, lighting retrofit, medical grade refrigeration, refrigerant reclamation, renewable energy and storage, residential hybrid heating, telematics, thermostats/controls and associated digital, ventilation, and stationary cold storage solutions; packaged roofto",Building Products & Equipment,0.106,0.35389,22209900544.0,A,HVAC efficiency and heat pumps cut building energy cost,1318300032.0,4616800256.0,3121687552.0,3876800000.0,22209900544.0,0.106,0.35389,0.19251,53.404,220023177.0,219446716.0,44000.0,0.071,19,,
VLEEY,Valeo SE,8.38,4048141824.0,,Consumer Cyclical,,otc,transport,20,20,40,,,,Auto Parts,"Valeo SE, a technology company, designs, produces, and sells products and systems for the automotive markets in France, other European countries, Africa, North America, South America, and Asia. It operates through three segments: Power, Brain, and Light. The Power segment offers automotive thermal systems, including electric vehicle (EV) cooling systems, which comprise XL plate liquid coolers, high performance chillers, electrically driven compressors, front end cooling modules, and air intake modules; EV range extension, which includes heat pump systems, flexheater, and ultra-thin HVAC; thermal management of EV battery systems comprising battery coolers and composite battery casing. This segment also develops thermal comfort solutions, such as smart cocoon demo car, Valeo odor free, air-conditioning loop, active grille shutter, and HVAC unit; and air quality systems, which include PM sensor, Cabin filt'air range, and two-vane rotary compressors, as well as UV air purifiers for public transport. The Brain segment offers driving assistance systems that design ultrasonic sensors, radars, and cameras, including Valeo Scala Lidar, Valeo 360VUE, Park4U, an automated parking system, Valeo Xtravue trailer, front cameras, and domain controllers; intuitive controls, such as heads-up display, interior cocoon, display, and steering wheel hub; connectivity solutions, which include vehicle telematics systems; and access solution such as, phone as key, and passive entry passive start syste",Auto Parts,-0.026,0.2076,20621000704.0,B,EV thermal and electrification tech; thin margins declining,3043000064.0,6887000064.0,589500032.0,2464000000.0,20621000704.0,-0.026,0.2076,0.04818,165.275,483071812.0,405590103.0,86226.0,0.012,11,revenue shrinking -3%,
VGNT,Versigent PLC Ordinary Shares,47.22,3344841216.0,United Kingdom,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,20,40,,,,Auto Parts,"Versigent PLC designs, manufactures, and distributes low- and high-voltage power electrical architectures. The company offers signal and data connectivity solutions, power distribution systems, high-voltage electrical distribution systems, and EV charging solutions. It serves the automotive, commercial vehicle, energy and grid, and other industries. The company was founded in 2026 and is based in Schaffhausen, Switzerland. Versigent PLC operates independently of Aptiv PLC as of April 1, 2026.",Auto Parts,0.108,0.12354,9244000256.0,B,power distribution and EV charging architectures; grid adjacent,554000000.0,2423000064.0,,645000000.0,9244000256.0,0.108,0.12354,0.087969996,853.169,70835265.0,70037660.0,138000.0,0.087,12,thin gm 12%,
XPNGF,XPeng Inc.,5.535,10589491200.0,,Consumer Cyclical,,otc,transport,20,20,40,,,,Auto Manufacturers,"XPeng Inc. designs, develops, manufactures, and markets smart electric vehicles (EVs) in the People's Republic of China and globally. The company offers P7 and P7i, a four-door sports sedan; G9, a smart EV and a mid- to large-sized sport utility vehicle (SUV); G7 for families and individual consumers seeking advanced technology and comfort; G6, a smart EV and a coupe SUV; X9, Smart EV and a large seven-seater multi-purpose vehicle (MPV); MONA M03, an all-electric hatchback coupe; Next P7, an all-new coupe sports sedan; and P7+, smart EV of XPeng series. It also provides XOS Tianji, smart in-car operating system; Powertrain; and SEPA 2.0, a smart electric platform architecture. In addition, the company offers various services, including services embedded in a sales contract, supercharging, maintenance, technical support, technical research and development, and second-hand vehicle sales services; and insurance technology support, and automotive loan referral and auto financing services. XPeng Inc. was founded in 2015 and is headquartered in Guangzhou, the People's Republic of China.",Auto Manufacturers,0.08,0.20848,75412086784.0,B,growing EV maker; economics improving unproven,28042694656.0,26858964992.0,,,75412086784.0,0.08,0.20848,-0.06028,99.445,1564478980.0,1420429327.0,20632.0,,13,,
XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares,11.6,11096485888.0,China,Industrials,Auto Manufacturing,exchange,transport,20,20,40,,,,Auto Manufacturers,"XPeng Inc. designs, develops, manufactures, and markets smart electric vehicles (EVs) in the People's Republic of China and globally. The company offers P7 and P7i, a four-door sports sedan; G9, a smart EV and a mid- to large-sized sport utility vehicle (SUV); G7 for families and individual consumers seeking advanced technology and comfort; G6, a smart EV and a coupe SUV; X9, Smart EV and a large seven-seater multi-purpose vehicle (MPV); MONA M03, an all-electric hatchback coupe; Next P7, an all-new coupe sports sedan; and P7+, smart EV of XPeng series. It also provides XOS Tianji, smart in-car operating system; Powertrain; and SEPA 2.0, a smart electric platform architecture. In addition, the company offers various services, including services embedded in a sales contract, supercharging, maintenance, technical support, technical research and development, and second-hand vehicle sales services; and insurance technology support, and automotive loan referral and auto financing services. XPeng Inc. was founded in 2015 and is headquartered in Guangzhou, the People's Republic of China.",Auto Manufacturers,0.08,0.20848,75412086784.0,B,growing EV maker; economics improving unproven,28042694656.0,26858964992.0,,,75412086784.0,0.08,0.20848,-0.06028,99.445,782239490.0,710214664.0,20632.0,,13,,
YADGF,Yadea Group Holdings Ltd.,0.86,2611086336.0,,Consumer Cyclical,,otc,transport,20,20,40,,,,Auto Manufacturers,"Yadea Group Holdings Ltd., an investment holding company, engages in the development, manufacture, and sale of electric two-wheeled vehicles and related accessories under the Yadea brand in the People's Republic of China. It operates in two segments, Electric Two-Wheeled Vehicles and Related Accessories; and Batteries and Electric Drives. The company offers electric scooters, electric bicycles, and batteries and chargers, as well as other electric two-wheeled vehicle parts. It is also involved in the provision of technical services and sale of consumer products. The company sells its products through its distributors, third-party e-commerce platforms, or offline customers. It also exports its products. Yadea Group Holdings Ltd. was founded in 2001 and is headquartered in Wuxi, China.",Auto Manufacturers,-0.05,0.18149,36058468352.0,B,electric two-wheelers offer cheap mass mobility; sales declining,11683736576.0,1224324992.0,1844167808.0,2889231872.0,36058468352.0,-0.05,0.18149,0.074650005,11.878,3036146955.0,1083057910.0,11339.0,-0.274,11,revenue shrinking -5%,
ZTOEF,ZTO Express (Cayman) Inc.,17.0,12919222272.0,,Industrials,,otc,transport,20,20,40,,,,Integrated Freight & Logistics,"ZTO Express (Cayman) Inc. provides express delivery and other value-added logistics services in the People's Republic of China. It also offers less-than-truckload (LTL) logistics services; integrated logistics solutions for warehousing, distribution, and transportation; and freight forwarding services. The company was founded in 2002 and is headquartered in Shanghai, the People's Republic of China.",Integrated Freight & Logistics,0.23,0.25100002,54207651840.0,A,lowest-cost express network cuts delivery cost per parcel,31307786240.0,22039842816.0,6433000960.0,14789850112.0,54207651840.0,0.23,0.25100002,0.22185,34.579,553854209.0,371751739.0,23888.0,0.581,19,,
BTGRF,BTS Group Holdings Public Company Limited,0.0741,1193323008.0,,Industrials,,otc,transport,27,12,39,,,,Railroads,"BTS Group Holdings Public Company Limited engages in transportation, marketing, and other businesses in Thailand. It operates in three segments: Move, Mix, and Match. The Move segment provides mass transportation for rail and others; operates and maintains Bus Rapid Transit and Automated People Mover systems; constructs and installs elevated rails; and train procurement services and other related services. The Mix segment offers marketing solutions through offline and online media; advertising, digital, and sales services; system installation and integration services; and insurance brokerage services for offline and online distribution channels, as well as services related to rabbit card. The Match segment offers investment in various businesses, such as hotel business, rental business, management business real estate for sale business, insurance business, asset management business restaurants operations, construction service business, golf course services, system installation service business, and other services business. The company invests in securities; and provides accounting software and services, management consultancy, real estate development and financial services business, property development, architecture and engineering work consultancy, office space rental, ecommerce, electronic payment, electronic money, bill payment, and CRM loyalty program and coupon kiosks services, as well as lending services. In addition, it publishes and distributes books for edutainment;",Railroads,0.112,0.36893,24053653504.0,B,Bangkok mass transit operator mixed with media businesses,49017380864.0,191371984896.0,-9652040704.0,40320827392.0,24053653504.0,0.112,0.36893,0.07926,192.03,0.0,8172916292.0,,,17,,
AEBI,Aebi Schmidt Holding AG Common Stock ,12.36,959128386.0,Switzerland,Industrials,Auto Manufacturing,exchange,transport,20,18,38,,,,,,,,,,B,"municipal/ag specialty vehicles, merger-driven growth",,,,,,,,,,,,,,10,growth unknown,
AEVA,Aeva Technologies Inc. Common Stock,16.16,1126445049.0,United States,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,18,38,,,,,,,,,,B,"FMCW lidar safety sensing, pre-profit",,,,,,,,,,,,,,10,growth unknown,
APOG,Apogee Enterprises Inc. Common Stock,41.26,861025792.0,United States,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,18,38,,,,Building Products & Equipment,"Apogee Enterprises, Inc. engages in the provision of architectural products and services for enclosing buildings, and glass and acrylic products used for preservation, protection, and enhanced viewing in the United States, Canada, and Brazil. It operates in four segments: Architectural Metals, Architectural Glass, Architectural Services, and Performance Surfaces. The Architectural Metals segment designs, engineers, fabricates, and finishes aluminum window, curtainwall, storefront, and entrance systems for applications in non-residential construction under Tubelite, EFCO, Wasau and Linetec, and Alumicor brands. The Architectural Glass segment cuts, treats, coats, and fabricates glass used in custom window and wall systems under the Viracon and GlassecViracon brand names. The Architectural Services segment integrates technical services, project management, and field installation services to design, engineer, fabricate, and install architectural curtainwall systems and other façade-related systems under the Harmon brand. The Performance Surfaces segment develops and manufactures coated materials for a variety of applications, including wall decor, museums, graphic design, digital displays, architectural interiors, and industrial flooring under Tru Vue, ResinDEK, RDC Coatings, ChromaLuxe, and Unisub brands. Its products and services are primarily used in commercial buildings, such as office buildings, hotels, and retail centers; institutional buildings comprising education facili",Building Products & Equipment,-0.011,0.23378,1400795008.0,B,building envelope systems serve shelter; efficiency evidence thin,32737000.0,288030016.0,102537000.0,149676992.0,1400795008.0,-0.011,0.23378,0.054970004,56.254,20868294.0,20215742.0,4100.0,,11,revenue shrinking -1%,
GENC,Gencor Industries Inc. Common Stock,19.29,282747072.0,United States,Industrials,Construction/Ag Equipment/Trucks,exchange,transport,23,15,38,,,,Farm & Heavy Construction Machinery,"Gencor Industries, Inc., together with its subsidiaries, engages in the design, manufacture, and sale of heavy machinery used in the production of highway construction materials and environmental control equipment. The company offers hot-mix asphalt plants, hot-mix storage silos, fabric filtration systems, cold feed bins, and other plant components, as well as counter flow drum mix technology and batch plants. It also provides combustion systems for rotary dryers, kilns, fume and liquid incinerators, and fuel heaters; Hy-Way Heat and beverley lines of thermal fluid heat transfer systems, and specialty storage tanks; and asphalt pavers under the Blaw-Knox brand. In addition, the company services and sells spare parts for its equipment. It sells its products primarily to the highway construction industry through its sales representatives, and independent dealers and agents worldwide. The company was formerly known as Mechtron International Corporation and changed its name to Gencor Industries, Inc. in 1987. Gencor Industries, Inc. is based in Orlando, Florida.",Farm & Heavy Construction Machinery,0.253,0.28584,110011000.0,B,asphalt plants with recycling technology; road infrastructure equipment,164168992.0,63000.0,21770250.0,1094000.0,110011000.0,0.253,0.28584,0.17163,0.028,12338845.0,10320488.0,318.0,0.485,21,,
NFYEF,NFI Group Inc.,16.05,1911679744.0,,Consumer Cyclical,,otc,transport,20,18,38,,,,Auto Manufacturers,"NFI Group Inc., together with its subsidiaries, manufactures and sells buses in North America, the United Kingdom, rest of Europe, and the Asia Pacific. It operates through Manufacturing Operations and Aftermarket Operations segments. The Manufacturing Operations segment designs, manufactures, services, and supports transit buses, motor coaches, medium-duty, and cutaway buses; the installation of infrastructure for electric vehicles; and the third-party sales of fiberglass reinforced polymer components. The Aftermarket Operations segment engages in the sale of aftermarket parts and services for transit buses, coaches, and medium-duty/cutaway buses. In addition, the company offers heavy-duty transit buses under the New Flyer brand name; single and double-deck buses under the and Alexander Dennis brand; motor coaches under he MCI brand name; and low-floor cutaway, and medium-duty buses under the ARBOC brand, as well as sells aftermarket parts under the NFI Parts brand. It also engages in infrastructure solutions, connected vehicles and diagnostics, and aftermarket, warranty, and service. NFI Group Inc. was founded in 1895 and is headquartered in Winnipeg, Canada.",Auto Manufacturers,0.186,0.0916,3776460032.0,A,transit buses and electrification strengthen public transport,117972000.0,1221389952.0,118430000.0,307318016.0,3776460032.0,0.186,0.0916,0.07216,196.709,119107776.0,91800181.0,9000.0,,18,thin gm 9%,
PGGCY,Piaggio & C. SpA,9.38,824907200.0,,Consumer Cyclical,,otc,transport,20,18,38,,,,Auto Manufacturers,"Piaggio & C. SpA, together with its subsidiaries, engages in the development, manufacture, and distribution of two-wheeler and commercial vehicles. The company provides two-wheelers, including motor scooters, motorbikes, and mopeds under the Vespa, Piaggio, Aprilia, Moto Guzzi, Gilera, Derbi, and Scarabeo brands. It also offers light commercial vehicles under the Ape and Porter NP6 brands; and operates Piaggio Fast Forward project. In addition, the company sells engines to third parties; participates in two-wheeler sports competitions; and provides after-sales services, as well as financial services, and spare parts and accessories. It distributes its vehicles primarily through dealers and exports in Europe, the Middle East, Africa, the Americas, rest of the Asia Pacific, and India. The company was founded in 1884 and is headquartered in Pontedera, Italy. Piaggio & C. SpA is a subsidiary of IMMSI S.p.A.",Auto Manufacturers,0.038,0.2698,1491307008.0,B,scooters and light commercial vehicles; efficient urban mobility,191440992.0,673134976.0,78069624.0,191076992.0,1491307008.0,0.038,0.2698,0.11304,155.834,87943199.0,43066301.0,5759.0,0.183,14,,
PWRHF,PWR Holdings Limited,6.475,896724928.0,,Consumer Cyclical,,otc,transport,20,18,38,,,,Auto Parts,"PWR Holdings Limited engages in the design, prototyping, production, testing, validation, and sale of cooling products and solutions in Australia, the United States, the United Kingdom, Italy, Germany, Switzerland, France, Japan, Canada, Finland, and internationally. It operates in two segments, PWR Performance Products and PWR C&R. The company offers tube and fin heat exchangers, bar and plate heat exchangers, additive manufacturing machines, liquid cold plates, brazed chassis, and micro matrix heat exchangers. It also provides 3D printing; clean room and assembly; coating and cleaning; CNC machining, sheetmetal, and stamping; CT scanning; engineering and design; low and high volume production; modular assembly; prototyping and custom manufacturing; quality control; research and development; simulation; testing and validation; tooling, jig , fixture design, and manufacture; vaccum brazing and heat treatment; and welding and fabrication services. In addition, the company offers performance aftermarket products, including radiators, intercoolers, engine and transmission oil coolers, thermo fans, heat exchangers, custom units, and other accessories. It serves motorsports, defence, aerospace, electric and hybrid vehicles, renewable energy, industrial, and original equipment manufacturing industries. PWR Holdings Limited was founded in 1987 and is headquartered in Stapylton, Australia.",Auto Parts,0.345,0.7772,170732000.0,B,advanced cooling tech; motorsport luxury skew,7320000.0,60242000.0,8432375.0,36876000.0,170732000.0,0.345,0.7772,0.20659,53.432,100574122.0,79598383.0,704.0,1.152,24,,
SFHLF,SAF-Holland SE,18.864,856318144.0,,Consumer Cyclical,,otc,transport,20,18,38,,,,Auto Parts,"SAF-Holland SE manufactures and sells chassis-related assemblies and components for trailers, trucks, semi-trailers, and buses. The company offers axle and air suspension systems, fifth wheels and systems, coupling systems, kingpins, and landing gears, as well as braking and EBS systems, lighting systems, and disc brakes. It markets its products under the SAF, Holland, Haldex, Neway, KLL, V.Orlandi, TrailerMaster, Assali Stefen, Tecma, and York brands. The company serves original equipment manufacturers. It primarily operates in Europe, the Middle East, Africa, the Americas, and the Asia Pacific. SAF-Holland SE was founded in 1881 and is headquartered in Bessenbach, Germany.",Auto Parts,0.026,0.22219,1748472064.0,B,trailer axles and coupling systems for freight; commodity risk,310254016.0,809966976.0,131226000.0,216335008.0,1748472064.0,0.026,0.22219,0.09555,159.761,45394302.0,44920833.0,5579.0,1.0,14,,
SMP,Standard Motor Products Inc. Common Stock,37.53,838431104.0,United States,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,18,38,,,,Auto Parts,"Standard Motor Products, Inc. manufactures and distributes replacement automotive parts in the United States, Europe, Canada, Mexico, Poland, and internationally. The company operates through four segments: Vehicle Control, Temperature Control, Nissens Automotive, and Engineered Solutions. It provides ignition, emissions, and fuel delivery systems, such as air injection and induction components, air management valves, regulators and solenoids, exhaust gas recirculation components, fuel injectors and components, fuel valves, ignition coils, connectors and sockets, modules, pumps, relays and fuses, starting and charging system parts, and vapor and purge components. The company also offers electrical switches and actuators; anti-lock brake and vehicle speed sensors, fluid level sensors, and pressure sensors comprising tire pressure monitoring, temperature sensors, advanced driver assistance systems sensors, battery cables, pigtails, and sockets; electrical wire, terminals, connectors, and tools for servicing a vehicle's electrical system; and spark plug, coil on plug boots, and ignition system accessories. In addition, it offers AC system components; other thermal components; and engine cooling, air conditioning, and engine efficiency products. Further, it provides thermal management products, sensors, switches, power distribution, electrification and electronics, injections and fuel delivery, ignition and emissions, and clamping devices for commercial and light vehicles, constr",Auto Parts,0.016,0.31992,1836690944.0,B,aftermarket replacement parts keep vehicles running longer,78629000.0,697756992.0,130171000.0,121609000.0,1836690944.0,0.016,0.31992,0.12917,95.279,22340293.0,21146875.0,5700.0,0.184,16,,
CAAS,China Automotive Systems Inc. Ordinary Share,5.34,161111549.0,China,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,15,35,,,,,,,,,,B,"steering systems incl EPS for Chinese OEMs, growing",,,,,,,,,,,,,,10,growth unknown,
ABDDF,AB Dynamics plc,16.18,370362464.0,,Consumer Cyclical,,otc,transport,20,15,35,,,,Auto Parts,"AB Dynamics plc provides vehicle test development and verification products and services for driver assistance systems. The company operates through Testing Products, Testing Services, and Simulation segments. It is also involved in design, manufacture and supply of advanced testing, simulation and measurement products. The company offers testing products, such as retrofit autonomy, test dummies, test platforms, electronic test equipment, testing software, driverless test systems, driving robots, and laboratory test machines. It also offers automotive testing services consisting of dynamics testing, mileage accumulation, hot and cold thermal testing, on-road testing, ADAS and AV testing, EV and other certification services. In addition, the company provides driving simulation and simulation environment solutions. Further, it serves automotive, development of road vehicles, vehicle active safety systems, environmental testing, autonomous technologies, drivetrains and battery performance, vehicle durability, and vehicle dynamics systems. The company operates in the United States, Germany, the United Kingdom, China, Japan, Singapore, and internationally. AB Dynamics plc was founded in 1982 and is headquartered in Bradford-On-Avon, the United Kingdom.",Auto Parts,-0.159,0.63791,105500000.0,B,ADAS test systems niche; revenue contracting,42900000.0,3600000.0,11987500.0,22000000.0,105500000.0,-0.159,0.63791,-0.24795,2.848,22890141.0,15024520.0,553.0,,14,revenue shrinking -16%,contractionary: revenue -16%
INVZ,Innoviz Technologies Ltd. Ordinary shares,0.3396,120455668.0,Israel,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,15,35,,,,,,,,,,B,"automotive lidar design wins, heavy burn",,,,,,,,,,,,,,10,growth unknown,
NIU,Niu Technologies American Depositary Shares,1.96,153734732.0,China,Industrials,Auto Manufacturing,exchange,transport,20,15,35,,,,,,,,,,B,"electric urban scooters, real volumes",,,,,,,,,,,,,,10,growth unknown,
SRI,Stoneridge Inc. Common Stock,7.2,205364693.0,United States,Consumer Discretionary,Auto Parts:O.E.M.,exchange,transport,20,15,35,,,,,,,,,,B,"commercial-vehicle electronics: e-mirrors, driver monitoring",,,,,,,,,,,,,,10,growth unknown,
AWR,American States Water Company Common Stock,90.24,3576718592.0,United States,Utilities,Water Supply,exchange,water,28,20,48,utility-slow-growth,,,Utilities - Regulated Water,"American States Water Company, through its subsidiaries, engages in the provision of water and electric services to residential, commercial, industrial, and other customers in the United States. It operates through three segments: Water, Electric, and Contracted Services. The company purchases, produces, distributes, and sells water, as well as distributes electricity. It provides water service to approximately 265,100 customers; and distributes electricity to approximately 24,900 customers in several San Bernardino County Mountain communities in California. The company also offers water and/or wastewater services at various military installations. American States Water Company was founded in 1929 and is headquartered in San Dimas, California.",Utilities - Regulated Water,0.112,0.5762,697475008.0,B,regulated water plus national military-base operations platform,21657000.0,917494016.0,-25544000.0,236647008.0,697475008.0,0.112,0.5762,0.35755002,81.811,39635626.0,39211921.0,900.0,0.258,14,runway 0.8y,
AWK,American Water Works Company Inc. Common Stock,137.6,27345111040.0,United States,Utilities,Water Supply,exchange,water,28,20,48,utility-slow-growth,,,Utilities - Regulated Water,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services on military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. The company also operates approximately 80 surface water treatment plants; 520 groundwater treatment plants; 170 wastewater treatment plants; 55,000 miles of transmission, distribution, and collection mains and pipes; 1,200 groundwater wells; 1,800 water and wastewater pumping stations; 1,100 treated water storage facilities; and 75 dams. In addition, it offers water and wastewater services to 14 states serving approximately 3.6 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. The company was founded in 1886 and is headquartered in Camden, New Jersey.",Utilities - Regulated Water,0.062,0.61469,5283999744.0,A,multi-state water platform consolidating fragmented systems with services layer,227000000.0,16067999744.0,-1785374976.0,2334000128.0,5283999744.0,0.062,0.61469,0.40664002,137.745,198728989.0,198323582.0,7000.0,0.086,12,runway 0.1y - dilution imminent,
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),4.8,16880188416.0,Brazil,Utilities,Water Supply,exchange,water,28,20,48,utility-slow-growth,,,Utilities - Regulated Water,"Companhia de Saneamento Básico do Estado de São Paulo - SABESP provides basic and environmental sanitation services in the São Paulo State, Brazil. It supplies treated water and sewage services on a wholesale basis. Companhia de Saneamento Básico do Estado de São Paulo - SABESP was founded in 1954 and is headquartered in São Paulo, Brazil.",Utilities - Regulated Water,0.139,0.35729998,40875065344.0,B,giant sanitation concession; privatization efficiency but geographically bound,17440886784.0,51657801728.0,-6260882944.0,8207723008.0,40875065344.0,0.139,0.35729998,0.31519,114.009,3516705733.0,2354643345.0,8914.0,-0.339,17,,
HTO,H2O America Common Stock,63.89,2674231296.0,United States,Utilities,Water Supply,exchange,water,28,20,48,utility-slow-growth,,,Utilities - Regulated Water,"H2O America, through its subsidiaries, provides water utility and other related services in the United States. The company engages in production, purchase, storage, purification, distribution, wholesale, and retail sale of water and wastewater services; and supplies groundwater from wells, surface water from watershed run-off and diversion, reclaimed water, and imported water purchased from Valley Water District. It also offers non-tariffed services, including water system operations, maintenance agreements, and antenna site leases; contracted services, sewer operations, and other water related services; and a Linebacker protection plan for public drinking water customers in Connecticut and Maine. In addition, the company provides water services; owns undeveloped land in California; and commercial properties and parcels of land in Connecticut. The company was formerly known as SJW Group and changed its name to H2O America in May 2025. H2O America was incorporated in 1985 and is headquartered in San Jose, California.",Utilities - Regulated Water,0.062,0.56912,828502976.0,B,regulated water with contracted operations layer,104102000.0,1891490944.0,-250611632.0,245231008.0,828502976.0,0.062,0.56912,0.21260001,102.581,41856804.0,36491180.0,837.0,-0.126,12,runway 0.4y - dilution imminent,
CECO,CECO Environmental Corp. Common Stock,70.27,4115702016.0,United States,Industrials,Pollution Control Equipment,exchange,water,27,20,47,,,,Pollution & Treatment Controls,"CECO Environmental Corp. provides critical solutions in industrial air quality, industrial water treatment, and energy transition solutions in the United States, the United Kingdom, the Netherlands, China, and internationally. It operates through Engineered Systems and Industrial Process Solutions segments. The company offers emissions management, fluid bed cyclones, thermal acoustics, and separation and filtration solutions; engineering services and environmental systems; and industrial exhaust air contamination treatment and control systems, solutions, and services, as well as intelligent control solutions. It also provides engineered and configured products and solutions, including dampers and diverters, expansion joints, selective catalytic reduction systems, severe-service and industrial cyclones, dust collectors, thermal oxidizers, filtration systems, wet and dry scrubbers, separators and coalescers, water treatment packages, metallic and non-metallic pumps, industrial silencers, and fluid handling equipment, as well as plant engineering services and engineered design build fabrication services. In addition, the company offers solutions for air pollution and contamination control, fluid handling, and process filtration in various applications, such as aluminum beverage can production, automobile production, food and beverage processing, semiconductor fabrication, electronics production, steel and aluminum mill processing, wood manufacturing, desalination, and aquacultur",Pollution & Treatment Controls,0.537,0.32147,903172992.0,A,industrial air and water treatment lowers pollution cost,61066000.0,771830016.0,-162915008.0,-7202000.0,903172992.0,0.537,0.32147,0.04907,37.087,58569830.0,51663276.0,1540.0,,15,runway 0.4y - dilution imminent,
DCI,Donaldson Company Inc. Common Stock,93.26,10809865083.0,United States,Industrials,Pollution Control Equipment,exchange,water,27,20,47,,,,Specialty Industrial Machinery,"Donaldson Company, Inc. manufactures and sells filtration systems and replacement parts worldwide. The company operates through Mobile Solutions, Industrial Solutions, and Life Sciences segments. The Mobile Solutions segment provides replacement filters for air and liquid filtration applications, such as air filtration systems, fuel, lube and hydraulic systems, emissions systems and sensors, indicators, and monitoring systems. This segment sells its products to original equipment manufacturers (OEMs) in the construction, mining, agriculture, and transportation markets; and to independent distributors, and OEM dealer networks. The Industrial Solutions segment offers dust, fume, and mist collectors; compressed air and industrial gasses purification systems; air inlet systems and filtration for power generation; ancillary components; replacement parts; performance monitoring and service; and hydraulic and lubricated rotating equipment applications, as well as gas and liquid filtration for industrial processes and connected services. It also sells aerospace and defense products comprising of air, fuel, lubrication and hydraulic filtration for fixed-wing and rotorcraft aerospace applications and ground defense vehicle and naval platforms. This segment sells its products to various distributors, OEMs, and end-users. The Life Sciences segment provides micro-environment gas and liquid filtration for food, beverage, and industrial processes; bioprocessing equipment that includes biore",Specialty Industrial Machinery,0.058,0.34570998,3807500032.0,A,filtration leader cuts fuel maintenance and emissions cost,204100000.0,608300032.0,302387488.0,461600000.0,3807500032.0,0.058,0.34570998,0.1633,35.882,,115130975.0,15000.0,1.083,19,,
MAIR,Madison Air Solutions Corporation Class A Common Stock,27.99,14043215872.0,,Industrials,Pollution Control Equipment,exchange,water,27,20,47,,,,Building Products & Equipment,"Madison Air Solutions Corporation manufactures and sells indoor air quality products and solutions in the United States and internationally. It offers heating, air filtration and purification, air movement, and air conditioning solutions under the Reznor, AprilAire, Big Ass Fans, Nortek Air Solutions and, Roberts-Gordon. The company also provides related services, such as custom design, installation, repair, and maintenance. The company distributes through various customer bases and sales channels, including direct sales to national, regional and local companies; manufacturers' sales representatives; distributors; and retail partners. It serves healthcare and life sciences, advanced manufacturing, data centers, logistics, and education industries, as well as residential markets. Madison Air Solutions Corporation was founded in 2017 and is based in Chicago, Illinois. Madison Air Solutions Corporation is a subsidiary of Madison Industries Holdings LLC.",Building Products & Equipment,0.209,0.39062,3745100032.0,B,indoor air quality and efficient ventilation for buildings,261800000.0,3190500096.0,,476700000.0,3745100032.0,0.209,0.39062,0.19761999,87.397,177342753.0,124863706.0,8650.0,1.119,17,,
